Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Hurricane Aerospace Solutions,https://www.crunchbase.com/organization/hurricane-aerospace-solutions,"Pompano Beach, Florida, United States","Hurricane Aerospace Solutions provides genuine OEM parts distribution and offers an exhaustive and innovative multi-fleet service portfolio to Civil & Defense aerospace industries, reducing logistical cost and maximizing our end user’s resources by minimizing their supply chain. We provide customized solutions to meet aviation worldwide logistics requirements and work with strategic aviation suppliers in the development of global operations.",Active,For Profit,,"Women Founded, Women Led",2007-01-01,year,Aerospace
IRP Group,https://www.crunchbase.com/organization/irp-group,"Ontario, California, United States","IRP designs and manufacturers highly engineered critical-to-function elastomeric sealing components from its world-class facilities in Southern California. The Company has the scalable infrastructure to support high-growth platforms and is focused on both the rapidly expanding Class I and II Medical Device market due to its best-in-class liquid silicone rubber molding capabilities, as well as the Aerospace & Defense market, where it is positioned on long-lived platforms.",Active,For Profit,,,2003-01-01,year,"Aerospace, Industrial Automation, Manufacturing, Plastics and Rubber Manufacturing"
US Aviation Academy,https://www.crunchbase.com/organization/us-aviation-academy,"Denton, Texas, United States","US Aviation is a fully integrated and internationally recognized aviation organization. US Aviation Group consists of our Fixed Base Operator, US Jet Center, and flight training division, US Aviation Academy. The Academy deals with professional flight training for domestic, international and military students.",Active,For Profit,,,2005-01-01,year,"Aerospace, Education"
Adsys Controls Inc,https://www.crunchbase.com/organization/adsys-controls-inc,"Irvine, California, United States",,Active,For Profit,,,2003-01-01,year,Aerospace
Travel Management Co.,https://www.crunchbase.com/organization/travel-management-co,"Elkhart, Indiana, United States","Travel Management Co. is a charter operations service provider. Travel Management Company, TMC, or TMC Jets is the largest wholesale-focused light jet operator, , the company owns and operates a uniform fleet of 26 Hawker 400XPs, which primarily service wholesale charter customers for their on-demand private charter flights east of the Mississippi.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Travel"
Vietlink Global,https://www.crunchbase.com/organization/vietlink-global,"Westminster, California, United States","Vietlink Global is a transportation company. They focus on import-export and freight forwarding services. They offer air freight services, sea shipping, warehousing, storage, packing services, customs services, and more.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Freight Service, Logistics, Shipping, Transportation, Warehousing"
Airborne Maintenance and Engineering Services,https://www.crunchbase.com/organization/airborne-maintenance-and-engineering-services,"Wilmington, Ohio, United States","AMES is a one-stop aircraft maintenance, repair, and overhaul (MRO) provider operating out of Wilmington, OH, with additional line maintenance operations in Cincinnati, OH, and Miami, FL. AMES holds a Part 145 FAA Repair certificate and provides heavy maintenance, line maintenance, material sales and service, component repair and overhaul, and engineering services to aircraft operators.",Active,For Profit,,,2009-01-01,year,Aerospace
Flightcheck Commercial Aviation Services,https://www.crunchbase.com/organization/flightcheck-commercial-aviation-services,"Bensenville, Illinois, United States","FlightCheck Commercial Aviation Services offers technical handling, aircraft de-icing, and limited ground handling services. It also provides outsourced line maintenance services intended to support domestic and international cargo and commercial airlines.",Active,For Profit,Venture - Series Unknown,,2004-01-01,year,"Aerospace, Service Industry"
Sierra Technical Services,https://www.crunchbase.com/organization/sierra-technical-services,"Tehachapi, California, United States","Sierra Technical Services designs, engineers, and manufactures composite aircraft and components using next-generation materials and processes for government and commercial customers. They offer digital engineering, manufacturing, system integration, test and evaluation, and tooling design services.",Active,For Profit,,,2006-01-01,year,"Aerospace, Manufacturing, Product Design"
Landing Gear Technologies,https://www.crunchbase.com/organization/landing-gear-technologies,"Hialeah, Florida, United States","Landing Gear Technologies is an agency that focuses on the repair and overhaul of landing gear systems and other aircraft components. Repair and overhaul, exchange, technical consulting, and outright sales are among their offerings.",Active,For Profit,,,2009-01-01,year,"Aerospace, Customer Service, Manufacturing"
BP Aero,https://www.crunchbase.com/organization/bp-aero,"Irving, Texas, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Air Transportation, Industrial Engineering, Transportation"
Monarch Air Group,https://www.crunchbase.com/organization/monarch-air-group,"Fort Lauderdale, Florida, United States","Monarch Air Group, LLC provides air charter services by utilizing pre-approved vendors across the globe. 24/7 fleet access will comfortably accommodate your travel requirements. The large variety of aircraft available for charter makes sure that all of your needs are cared for. All of the aircraft provided are well maintained and are flown by the most experienced crew. Our private air charter services accommodate different destinations, including New York and Miami. Preselected operators that we utilize, offer various amenities from wi-fi onboard to specific streaming movies, full galley flight attendant.",Active,For Profit,,,2006-01-01,day,"Air Transportation, Business Travel"
Tropic Ocean Airways,https://www.crunchbase.com/organization/tropic-ocean-airways,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2009-01-01,year,"Air Transportation, Transportation, Travel"
General MRO Aerospace,https://www.crunchbase.com/organization/general-mro-aerospace,"Miami, Florida, United States",,Active,For Profit,,,2006-01-01,day,"3D Technology, Aerospace, Application Specific Integrated Circuit (ASIC)"
Kaiser Aerospace & Electronics,https://www.crunchbase.com/organization/kaiser-aerospace-electronics,"Irvine, California, United States","Kaiser Aerospace & Electronics Corporation provides aviation electronics solutions. The Company designs and produces electronic communications, avionics, and flight entertainment systems for commercial, military, and government customers.",Active,For Profit,,,2008-01-01,year,"Aerospace, Electronics"
Sarasota Avionics,https://www.crunchbase.com/organization/sarasota-avionics,"Venice, Florida, United States","Sarasota Avionics is the world's leading avionics installation dealer for Garmin avionics, Aspen Avionics, L-3 Avionics, Avidyne, and S-TEC autopilots. With multiple FAA-certified repair stations, we strive to be every pilot's first choice for avionics sales and expert aircraft installation. Other aircraft maintenance and repair capabilities include a full avionics radio repair bench, instrument overhaul, aircraft maintenance, interiors, glass, and paint. As a dealer for all major avionics brands, we sell and install panel mount avionics, aircraft autopilots, flight instruments, pilot headsets, aircraft engine monitors, glass cockpits, portable aviation GPS handhelds, and pilot supplies, along with a huge inventory of reconditioned used avionics.",Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Hardware, Professional Services, Transportation"
Pinnacle Aerospace,https://www.crunchbase.com/organization/pinnacle-aerospace,"Phoenix, Arizona, United States","Pinnacle Aerospace offers full life cycle support for all DO-178b, DO-254 or equivalent mission critical software applications. We offer the following services: Systems design and requirements development, Software design and coding, integration, test, and tool development and qualification. From developing customized project plans using our planning templates, to end item delivery and certification support of your software product, Pinnacle has expertise in all aspects of product development and documentation.",Active,For Profit,,,2009-11-29,day,"Aerospace, Hardware, Medical, Outsourcing, Software, Test and Measurement"
Meisinger Aviation,https://www.crunchbase.com/organization/meisinger-aviation,"Chesterfield, Missouri, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Air Transportation, Transportation"
Maverick Aerospace,https://www.crunchbase.com/organization/maverick-aerospace,"City Of Industry, California, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
CBAIA & Associates,https://www.crunchbase.com/organization/cbaia-associates,"Fredericksburg, Virginia, United States","CBAIA & Associates provides project management, logistics, manpower, training, and supply chain management services. Program management, program integration, scope management, acquisition support, schedule management, quality management, risk management, financial controls, and procurement are some of the services they offer. Project management is the process of managing a team's effort to fulfill all project goals within the limits set.",Active,For Profit,,,2007-01-01,year,"Aerospace, Consulting, Industrial Engineering, Logistics, Management Consulting, Project Management, Supply Chain Management"
Mustang Vacuum Systems,https://www.crunchbase.com/organization/mustang-vacuum-systems,"Sarasota, Florida, United States","Mustang Vacuum Systems provides coatings solutions for automotive, lighting, aerospace, energy technologies, medical devices, tool coating, wear-resistant coatings, decorative coatings, functional coatings, and more- for industrial and consumer products. They build vacuum coating equipment and provide vacuum metalizing and other coating services. Their offer coatings including DLC coatings and their SP4  tribological coating.",Active,For Profit,Debt Financing,,2005-01-01,year,"Aerospace, Automotive, Manufacturing"
Varial Surf Technology,https://www.crunchbase.com/organization/varial-surf-technology,"Santa Barbara, California, United States","Varial Surf Technology develops high performance, aerospace-grade cores to improve surfboard performance. It offers high-performance and low-weight core materials standard to the aerospace and motorsports industries and adapts those technologies to surfboard design and construction. Varial introduced and developed Varial Foam, a foam core that eliminates the need for a stringer, carbon graphite strips, or any other strengtheners; Aluminum Honeycomb, precision-shaped honeycomb surfboard; and Nomex Honeycomb, a surfboard which is highly resistant to pressure dings.",Active,For Profit,,,2006-01-01,year,"Aerospace, Sporting Goods"
GLOBAL C2 INTEGRATION TECHNOLOGIES,https://www.crunchbase.com/organization/global-c2-integration-technologies,"Las Vegas, Nevada, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Consulting, Training"
Alta Data Technologies,https://www.crunchbase.com/organization/alta-data-technologies,"Rio Rancho, New Mexico, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Manufacturing, Satellite Communication"
Gloyer-Taylor Laboratories,https://www.crunchbase.com/organization/gloyer-taylor-laboratories,"Tullahoma, Tennessee, United States","Gloyer-Taylor Laboratories LLC (GTL) is a high technology company specialized in developing transformational technologies that provide revolutionary and game changing capabilities to the aerospace industry. Some of their products and services include: Cryogenic tanks, Integrated airframes, High temperature structure, Specialty Structural Composites, Rocket Propulsion, Aerospace System Design & Analysis, Power Storage (Advanced flywheel systems), and Renewable Energy (Electricity Generation).",Active,For Profit,,,2004-01-01,year,Aerospace
Mint Turbines,https://www.crunchbase.com/organization/mint-turbines,"Stroud, Oklahoma, United States",,Active,For Profit,,,2009-05-28,day,"Air Transportation, Manufacturing, Mechanical Engineering, Test and Measurement"
Aerospace Maintenance Solutions LLC,https://www.crunchbase.com/organization/aerospace-maintenance-solutions-llc,"Solon, Ohio, United States",,Active,For Profit,,,2005-01-01,year,Aerospace
Penguin Air & Home Services,https://www.crunchbase.com/organization/penguin-air-home-services,"Phoenix, Arizona, United States","Penguin Air & Plumbing provides air conditioning, heating, and plumbing services to the entire Phoenix metro. We always strive to provide the best customer service and quality workmanship at competitive prices.",Active,For Profit,,,2008-01-01,year,"Air Transportation, Consumer, Home Services"
"GTMR, Inc.",https://www.crunchbase.com/organization/gtmr-inc,"Hollywood, Florida, United States",,Active,For Profit,,,2004-01-01,day,"Aerospace, Military"
HNU Photonics,https://www.crunchbase.com/organization/hnu-photonics,"Kahului, Hawaii, United States","At HNU-PHOTONICS they turn cutting edge ideas into products for their customers - They have extensive manufacturing capability for developing mechanical, opto-mechanical or electro-opto-mechanical technologies that enable customers to bring new products and technologies to market effectively and economically. They have a complete CNC machining facility, optical fabrication and test laboratory, electronics development, and assembly and test laboratory. They have extensive optical and mechanical design software for developing product models to complete manufacturing drawings and specifications. They specialize in creative technical solutions and can manufacture alpha and beta prototypes as well as small production runs of finished products.",Active,For Profit,,,2006-01-01,year,"Aerospace, Computer, Hardware, Innovation Management, Manufacturing, Product Design, Renewable Energy, Robotics"
Carbon by Design,https://www.crunchbase.com/organization/carbon-by-design,"Oceanside, California, United States","Carbon by Design brings the experience and skills typically found at large primes, but with the agility and low overhead operations of a small company. The teams experience in supporting Defense Primes with innovative technologies spans several campaigns and ranges from build to print opportunities through product development. Team members develop solutions which are outside the box and rely on emerging technologies to suit current customer needs. Our technical and managerial roles have covered the gauntlet of subsystems; from structures, to advanced materials processing, to hardware, to product development.",Active,For Profit,,,2003-01-01,year,"Aerospace, Automotive, Manufacturing"
Aereos,https://www.crunchbase.com/organization/aereos,"Euless, Texas, United States","Aereos is a global aircraft solutions provider that focuses on component repair and overhaul, unique FAA-engineered repair solutions, precision manufacturing and custom antimicrobial interior products. Aereos provides commercial airline, MRO , OEM and military customers with quality aircraft parts, MRO services, exceptional customer service and value from its five divisions: Atlas Aerospace, Airline Component Parts (ACP), EulessAero, Aereos Interior Solutions (AIS) and Aereos Defense .",Active,For Profit,,,2005-01-01,year,"Aerospace, Manufacturing, Service Industry"
Airframes Alaska,https://www.crunchbase.com/organization/airframes-alaska,"Anchorage, Alaska, United States","Airframe Alaska is an Aviation fabrication and engineering company building fuselages, parts, legendary Alaskan Bushwheels, and Arctic Oven tents in pursuit of accessing true wilderness.",Active,For Profit,,,2006-01-01,year,"Aerospace, Manufacturing, Outdoors"
Airline Pilot Central,https://www.crunchbase.com/organization/airline-pilot-central,"El Segundo, California, United States","Airline Pilot Central is a provider of career planning services to airline pilots. The company operates an online portal offering career assistance consulting services with the help of comparison charts, preparation assistance, and a podcast.",Active,For Profit,,,2005-01-01,year,"Aerospace, Information Technology"
Commercial Aircraft Interiors,https://www.crunchbase.com/organization/commercial-aircraft-interiors,"Arlington, Washington, United States","Commercial Aircraft Interiors is specialized in  aircraft interiors repair services include inspection, repair, overhaul and modification of the entire range of aircraft cabin components. They also carry an extensive inventory of surplus of cabin interiors and components for various boeing aircraft models.",Active,For Profit,,,2003-01-01,year,"Air Transportation, Industrial Engineering, Transportation"
Extreme Bolt & Fastener,https://www.crunchbase.com/organization/extreme-bolt-fastener,"Newark, Delaware, United States","Extreme Bolt & Fastener is a manufacturer of materials for use in severe environments. They supply the industry with the main providers of engineered polymers, advanced ceramics, and specialty metal fasteners and flanges. They offer customers learning, support, and guidance in selecting the best materials for their difficult applications.",Active,For Profit,,,2009-01-01,year,"Aerospace, Electronics, Manufacturing, Pharmaceutical"
Vulcan Industrial,https://www.crunchbase.com/organization/vulcan-industrial,"Houston, Texas, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Polaris Aviation,https://www.crunchbase.com/organization/polaris-aviation,"Flowery Branch, Georgia, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Air Transportation, Transportation, Travel"
Alaris Aerospace Systems.,https://www.crunchbase.com/organization/alaris-aerospace-systems,"Pompano Beach, Florida, United States",,Active,For Profit,,,2009-07-01,day,"Aerospace, Consulting, Logistics"
jetAVIVA,https://www.crunchbase.com/organization/jetaviva,"New Century, Kansas, United States","jetAVIVA was founded in 2006 as a dream by two childhood best friends, Cyrus Sigari and Ben Marcus, to create the Greatest Aircraft Sales Organization in the World. Having met at the age of 11 years old at the Santa Monica Airport as cadets in the Civil Air Patrol, the two subsequently grew jetAVIVA into the #1 light jet sales company in the world. As a pioneer in the owner/flown light jet business, jetAVIVA has helped thousands of people enter the world of jet ownership. In 2016, jetAVIVA acquired Kansas Aircraft Corporation, a sales leader in high-performance general aviation aircraft. In 2017, jetAVIVA acquired Jet Quest Inc, an aircraft sales and acquisition firm specializing in the Cessna Citation family. ",Active,For Profit,,,2006-01-01,year,Aerospace
Prima Air,https://www.crunchbase.com/organization/prima-air,"Santa Ana, California, United States",Prima Air is an air charter company that acts as an agent and offers private charter booking on behalf of its clients.,Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Service Industry, Travel"
American Precision Avionics,https://www.crunchbase.com/organization/american-precision-avionics,"Duluth, Minnesota, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Electronics, Manufacturing"
Columbus Regional Airport Authority,https://www.crunchbase.com/organization/columbus-regional-airport-authority,"Columbus, Ohio, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Procurement, Travel"
Space Angels,https://www.crunchbase.com/organization/space-angels-4c63,"New York, New York, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Credit, Finance"
Security Aviation,https://www.crunchbase.com/organization/security-aviation,"Anchorage, Alaska, United States","Security Aviation company provides air charter services for business or leisure travel. They provide services like FBO services, aircraft, equipment facility, courtesy shuttle, catering, and so on. Their contact is done through phone and email.",Active,For Profit,,,2005-01-01,year,"Air Transportation, Customer Service, Travel"
Cummings Aerospace,https://www.crunchbase.com/organization/cummings-aerospace,"Huntsville, Alabama, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Manufacturing, Mechanical Design, Software Engineering"
Compass Aviation Group,https://www.crunchbase.com/organization/compass-aviation-group,"Newcastle, Oklahoma, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Document Management, Management Consulting"
Eclipse Aerospace,https://www.crunchbase.com/organization/eclipse-aerospace,"Albuquerque, New Mexico, United States","Eclipse Aerospace manufacture and deliver Eclipse aerospace aircraft, including the Eclipse 550 jet. The company manufactures and services very light jets, including the Eclipse 500 and 550.  They provide innovative access to general aviation by bringing together a line of products that are suited to the missions and budgets of individuals and businesses previously limited by the inefficiencies of larger aircraft.",Active,For Profit,,,2009-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Sales, Transportation"
ArgenTech Solutions,https://www.crunchbase.com/organization/argentech-solutions,"Newmarket, New Hampshire, United States",,Active,For Profit,,,2009-03-01,month,"Aerospace, Air Transportation, Mechanical Engineering"
WGS Systems,https://www.crunchbase.com/organization/wgs-systems,"Frederick, Maryland, United States","WGS Systems provides military, intelligence and law enforcement organizations. It is specialized in the development of comprehensive intelligence, surveillance, and reconnaissance that includes tracking, recording, processing, planning, survey, collection, and more.",Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial Engineering, Intelligent Systems, Network Security"
WBParts,https://www.crunchbase.com/organization/wbparts,"Palm Bay, Florida, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Hardware, Manufacturing, Retail, Wholesale"
Fulcrum Concepts,https://www.crunchbase.com/organization/fulcrum-concepts,"Mattaponi, Virginia, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Customer Service, Small and Medium Businesses"
Borsight,https://www.crunchbase.com/organization/borsight,"Ogden, Utah, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Cyber Security, Hardware, Software, Software Engineering, Training"
Greenwich AeroGroup,https://www.crunchbase.com/organization/greenwich-aerogroup,"Wichita, Kansas, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Manufacturing, Service Industry"
Cargo Aircraft Management,https://www.crunchbase.com/organization/cargo-aircraft-management,"Wilmington, Ohio, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Air Transportation, Transportation"
LOGMET,https://www.crunchbase.com/organization/logmet,"Austin, Texas, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Logistics, Transportation"
IKHANA Aircraft Services,https://www.crunchbase.com/organization/ikhana-aircraft-services,"Murrieta, California, United States","IKHANA Aircraft Services is a provider of DESIGN-BUILD-FLY solutions for jet and turboprop aircraft and specializes in the complete design, manufacture, installation, and certification of complex modifications and major repairs. Headquartered in Murrieta, California, IKHANA holds FAA, EASA and TCCA Aircraft Maintenance Organization (AMO) authority as well as FAA Parts Manufacturer Approval (FAA PMA). Working with both the FAA Aircraft Certification and Military Aircraft Certification Offices, IKHANA has designed, installed, and certified numerous aircraft modifications and repairs for both Part 23 and Part 25 aircraft, including Gulfstreams, King Airs and Twin Otters. IKHANA holds over two dozen significant Supplemental Type Certificates (STCs).",Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial Engineering"
PlaneSmart! Aviation,https://www.crunchbase.com/organization/planesmart-aviation,"Addison, Texas, United States",,Active,For Profit,,,2003-02-01,month,"Aerospace, Air Transportation, Leasing"
Cleanroom Connection,https://www.crunchbase.com/organization/cleanroom-connection-2,"Spring Branch, Texas, United States","Cleanroom Connection is a direct source for cleanroom supplies, disinfectants, apparel, and cleanroom cleaning products. Relationships with manufacturers enables special discounted pricing and quantity discounts. Serving critical environment protocols for many industries including medical device manufacturing, automotive, food processing, hydroponics for food and cannabis, and pharmaceutical manufacturing.  Cleanroom consultants are knowledgeable about the diverse lines of cleanroom supplies including lint free, ultra clean, ESD, and sterile versions of cleanroom consumables. They also are an authorized distributor SPS Medical sterilization indicators, integrators, sterility testing products, wraps, and pouches and chemo handling supplies. Working with the largest hospitals, research labs, and manufacturing-related cleanrooms in the nation to provide top quality cleanroom products at guaranteed lowest prices.",Active,For Profit,,,2005-02-04,day,"Aerospace, Automotive, Health Care, Hydroponics, Manufacturing, Pharmaceutical, Service Industry"
Aviation Systems Engineering,https://www.crunchbase.com/organization/aviation-systems-engineering,"Lexington Park, Maryland, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Consulting, Logistics, Training"
Aero Electronic Systems,https://www.crunchbase.com/organization/aero-electronic-systems,"Titusville, Florida, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Electronics, Manufacturing"
Ailevon Pacific Aviation Consulting,https://www.crunchbase.com/organization/ailevon-pacific-aviation-consulting,"Atlanta, Georgia, United States",,Active,For Profit,,,2009-01-01,year,"Air Transportation, Consulting, Recreation"
The Atlas Group,https://www.crunchbase.com/organization/the-atlas-group-6ee8,"Wichita, Kansas, United States","The Atlas Group provides aerospace products and services for commercial, business and defense clients. They provide customers with a single source for a diverse array of complex assemblies. They offer services from design and engineering to supply chain to special processes and testing. Their services include complex assembly, precision machining, sheet metal fabrication, skin manufacturing, electronic assembly & testing, chemical milling and phosphoric acid anodizing, metal bonding, and spares and emergent.",Active,For Profit,,,2005-01-01,year,"Aerospace, Industrial, Manufacturing"
Renegade Materialsrporation,https://www.crunchbase.com/organization/renegade-materialsrporation,"Miamisburg, Ohio, United States",Renegade Materials Corporation offers a full line of aerospace-approved BMI products to support applications.,Active,For Profit,,,2006-01-01,day,"Aerospace, Air Transportation, Manufacturing, Transportation"
AC&A Enterprises,https://www.crunchbase.com/organization/ac-a-enterprises,"Lake Forest, California, United States","AC&A is a provider of composite and metallic parts and tooling to the aerospace, defense, space and specialty automobile markets with exceptional carbon composite capabilities. AC&A is highly proficient in both tool generation and component part manufacturing for its core markets as well as emerging, high-growth end markets such as space and unmanned aerial vehicles (UAVs). With a reputation for producing solutions for difficult-to-manufacture parts, AC&A continues to grow its list of blue-chip customers in its key markets.",Active,For Profit,,,2004-01-01,year,"Aerospace, Automotive, Manufacturing"
Polaris Aero,https://www.crunchbase.com/organization/polaris-aero,"Scottsdale, Arizona, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Risk Management, Software, Training"
Tlg Aerospace,https://www.crunchbase.com/organization/tlg-aerospace,"Seattle, Washington, United States",,Active,For Profit,,,2008-01-01,year,Aerospace
Ingersoll Machine Tools,https://www.crunchbase.com/organization/ingersoll-machine-tools,"Rockford, Illinois, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Industrial Design, Manufacturing, Retail"
High Impact Technology,https://www.crunchbase.com/organization/high-impact-technology,"Salem, Oregon, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Security"
Redbird Flight Simulations,https://www.crunchbase.com/organization/redbird-flight-simulations,"Austin, Texas, United States",,Active,For Profit,,,2006-10-01,month,"Aerospace, Air Transportation, Education, Manufacturing, Simulation, Software, STEM Education"
Executive Airborne Solutions,https://www.crunchbase.com/organization/executive-airborne-solutions,"Bellevue, Nebraska, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Architecture, Consulting, Training"
Avstar Fuel Systems,https://www.crunchbase.com/organization/avstar-fuel-systems,"Jupiter, Florida, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Pefect Point,https://www.crunchbase.com/organization/pefect-point,"Huntington Beach, California, United States","Perfect Point EDM Corporation (PP EDM) is a privately funded corporation, located in Huntington Beach, California, founded in October 2005 to capitalize on their unique, patented Electro-Discharge-Machining (EDM) technology. They are a leading manufacturer and supplier serving the aerospace industry with unique and advanced tools for aircraft maintenance, repair and overhaul operations. The company has introduced two game changing, innovative products, e•drill™ and s•blaster©, to the Aerospace Industry. The E-Drill uses a patented, advanced EDM process to effortlessly drill hard metal fasteners. They have also developed a number of tools and fixtures that significantly improve drilling accuracy thus reducing damage done with traditional fastener removal techniques. The S-Blaster is a very unique tool that quickly and easily cleans surface material like paint, primers, and corrosion from the heads of permanent and removable threaded fasteners using a closed loop system. The S-Blaster is designed specifically for aircraft structure and aircraft engine work, but will be useful in any application where the torque recess of a threaded fastener is contaminated and does not allow full engagement of the driver to the fastener. During their short history, they have developed a world class list of customers and partners including Boeing, Northrop Grumman, Lockheed Martin, Pratt and Whitney, Gulfstream, Bombardier, USAF, USN, United, Delta, American and many other aerospace and aviation industry leaders.  Their tools are being used on a large number of commercial and military aircraft and engines.",Active,For Profit,Series A,,2005-01-01,year,"Aerospace, Air Transportation, Industrial, Machinery Manufacturing, Manufacturing"
Airsoft Megastore,https://www.crunchbase.com/organization/airsoft-megastore,"Santa Fe Springs, California, United States",,Active,For Profit,,,2004-01-01,day,"Aerospace, E-Commerce"
Alexis Aerospace Industries,https://www.crunchbase.com/organization/alexis-aerospace-industries,"Canton, Connecticut, United States","Alexis Aerospace Industries manufactures aircraft parts. They offer maintenance and repair services. They produce aircraft support items and related spare parts. They use materials including tungsten, nickel, lead, and engineering plastics.",Active,For Profit,,,2008-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering, Plastics and Rubber Manufacturing"
Advanced Air,https://www.crunchbase.com/organization/advanced-air-4c56,"Hawthorne, California, United States","Advanced Air provides regional and commercial aircraft services. They provide airport information, travel information, and route maps. They also offer aircraft management, flight department details, aviation, and corporate aviation services.",Active,For Profit,,,2003-01-01,year,"Aerospace, Air Transportation, Travel"
AOG Logistics,https://www.crunchbase.com/organization/aog-logistics,"Pompano Beach, Florida, United States","AOG Logistics is a sales and management company for aircraft aftermarket spares and rotatable for military, regional, and commercial aviation customers. They provide rotatable sales, expendable sales, consumable sales, repair management, pool programs, and dedicated account managers' services.",Active,For Profit,,,2007-01-01,year,"Air Transportation, Logistics, Transportation"
Immaculate Flight,https://www.crunchbase.com/organization/immaculate-flight,"Grand Rapids, Michigan, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Transportation"
Etezazi Industries,https://www.crunchbase.com/organization/etezazi-industries,"Wichita, Kansas, United States","Etezazi Industries produces machine components and assemblies for the aerospace, transportation, and defense industries. They provide superior customer service capabilities, and by using the 5S philosophy, Etezazi Industries focuses on effective workplace structure and standardized work practices. The 5S Philosophy helps to establish a lean, effective firm by simplifying the work environment, reducing waste and non-value-adding activities, and boosting quality, efficiency, and safety.",Active,For Profit,,,2008-01-01,year,"Aerospace, Manufacturing, Sales"
Silver Air,https://www.crunchbase.com/organization/silver-air,"Santa Barbara, California, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Service Industry, Travel"
Killick Aerospace,https://www.crunchbase.com/organization/killick-aerospace,"Southlake, Texas, United States",,Active,For Profit,Venture - Series Unknown,,2006-01-01,day,"Aerospace, Professional Services"
Patriot,https://www.crunchbase.com/organization/patriot-0149,"Lomira, Wisconsin, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Lighting, Manufacturing, Military, Product Design"
Clear Resolution Consulting,https://www.crunchbase.com/organization/clear-resolution-consulting,"Baltimore, Maryland, United States",,Active,For Profit,,,2008-01-01,day,"Aerospace, Consulting, Cyber Security"
Landlocked Aviation,https://www.crunchbase.com/organization/landlocked-aviation,"Lake Charles, Louisiana, United States","Landlocked Aviation Services is a premier aircraft refinishing company based out of Lake Charles, LA located at the Chennault International Airport. Includes 3 full wide body hangars capable of running 2 lines of commercial aircraft painting and military projects.  The company's management team has decades of experience and currently operates under a FAA 145 Repair Station MRO certificate. ",Active,For Profit,,,2009-01-01,year,"Aerospace, Air Transportation, Construction, Professional Services"
America Aero Group,https://www.crunchbase.com/organization/america-aero-group,"Boca Raton, Florida, United States","America Aero Group has a global aviation company specializing in the acquisition of complete aircraft, engines, , and inventories of airframe components. In addition to our own asset acquisitions, we work within our partner network to facilitate funding, marketing, inventory, and distribution on a comprehensive scale. Providing our customers with unparalleled aftermarket aviation solutions.",Active,For Profit,,,2006-01-01,year,"Aerospace, Service Industry"
"Leading Edge Aviation Solutions, LLC",https://www.crunchbase.com/organization/leading-edge-aviation-solutions-llc,"Parsippany, New Jersey, United States",,Active,For Profit,,,2004-01-01,day,"Aerospace, Air Transportation, Professional Services"
FuelerLinx,https://www.crunchbase.com/organization/fuelerlinx,"Van Nuys, California, United States",,Active,For Profit,,,2008-01-01,day,"Aerospace, Fuel, Information Technology, Software"
