Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Anra Technologies,https://www.crunchbase.com/organization/anra-technologies,"Mclean, Virginia, United States","Anra Technologies is a developer of a cloud-based drone operational platform designed to support commercial entities for launching and managing commercial drone operations. The company's platform offers flight planning, airspace management, data analytics, compliance, drone management, resource management and maintenance information in a singular platform, enabling drone operators and service providers to have access to the command and control for one or multiple unmanned aerial vehicle (UAV) operations at any given time.",Active,For Profit,Venture - Series Unknown,"South Asian Founded, South Asian Led",2015-01-01,year,"Aerospace, Drones, Mobile Apps"
VeriTX,https://www.crunchbase.com/organization/veritx,"East Aurora, New York, United States","VeriTX is an aviation and aerospace company that specializes in the blockchain-enabled marketplace for digital assets. It features a software platform designed for digital access and a business model that focuses on the aerospace digital supply chain industry. The company was founded in 2019 and headquartered in East Aurora, New York.",Active,For Profit,Series A,,2019-01-01,year,"3D Printing, Aerospace, Blockchain, E-Commerce Platforms, Marketplace, Software"
Farel,https://www.crunchbase.com/organization/farel,"San Francisco, California, United States","At Farel, we’re building the Operating system for next-generation airlines, that streamlines critical operations, automates resource-intensive back-office processes, and boosts airline revenue through supercharged ancillary and e-commerce opportunities.",Active,For Profit,Pre-Seed,,2020-06-01,month,"Air Transportation, Software, Tourism, Travel"
LyteLoop,https://www.crunchbase.com/organization/lyteloop,"Great Neck, New York, United States",LyteLoop operates as a data storage company that will utilize the power of ultra-high bandwidth lasers to store massive amounts of data in space.,Active,For Profit,Venture - Series Unknown,,2015-01-01,year,"Aerospace, Data Storage"
Wilder Systems,https://www.crunchbase.com/organization/wilder-systems,"Austin, Texas, United States","Wilder Systems is a robotics and automation company that specializes in the aerospace industry. The company was founded in 2015 and is headquartered in Austin, Texas.",Active,For Profit,Series A,,2015-01-01,year,"Aerospace, Air Transportation, Robotics"
Vermeer,https://www.crunchbase.com/organization/vermeer-ff96,"New York, New York, United States",Vermeer is a mixed reality and AI-enabled visualization and command and control for autonomous systems in GPS-denied environments. It is an AR mission planning tool and autonomous sUAS mission execution for both DoD and commercial customers.,Active,For Profit,Pre-Seed,,2018-01-01,year,"Aerospace, Artificial Intelligence, Augmented Reality, B2B, Computer Vision, Drones, Software, Virtual Reality"
Evolution Space,https://www.crunchbase.com/organization/sugarhouse-aerospace,"Mojave, California, United States","Evolution Space was founded in 2018 to serve what we view as a widening gap in the launch services industry. We develop simple, cost-effective solid propulsion and launch platforms for government and commercial customers, and design and manufacture every component in-house - lowering failure rate, cost, and development time.",Active,For Profit,Seed,,2018-12-01,month,"Aerospace, Air Transportation"
Bluefield Technologies,https://www.crunchbase.com/organization/bluefield-technologies,"San Francisco, California, United States","Bluefield Technologies offers remote sensing technology to assist in measuring and reducing greenhouse gas emissions. Bluefield Technologies delivers precise, always-on methane leak detection via microsatellites.",Active,For Profit,Seed,,2017-01-01,year,"Aerospace, Geospatial"
AireXpert,https://www.crunchbase.com/organization/airexpert,"Buffalo, New York, United States","Aerospace & Aviation Automation, Data & Analytics",Active,For Profit,Seed,,2018-01-01,year,"Aerospace, Air Transportation, Software"
Precious Payload,https://www.crunchbase.com/organization/precious-payload,"San Francisco, California, United States",Precious Payload is creating a unified format and set of APIs to accelerate decision making in space industry. We help space entrepreneurs test business and technology hypotheses 10X faster and 5X cheaper.,Active,For Profit,Non-equity Assistance,,2017-07-01,month,"Aerospace, Software"
HySpecIQ,https://www.crunchbase.com/organization/hyspeciq,"Herndon, Virginia, United States","HySpecIQ is a satellite-powered hyperspectral analytics company. The company's analytics platform transforms hyperspectral imaging data into actionable insights to help address some of the world’s most critical and complex problems. HySpecIQ develops hyperspectral imagery and has a vision to empower government and commercial decision makers to make the planet safer, smarter, stronger, and more sustainable.",Active,For Profit,Series B,,2015-01-01,year,"Aerospace, Small and Medium Businesses"
CisLunar Industries,https://www.crunchbase.com/organization/cislunar-industries,"Denver, Colorado, United States","CisLunar Industries is developing the technology to recycle and reuse it in space. It transforms the economics of space debris clean-up, accelerating the adoption of in-space manufacturing.",Active,For Profit,Pre-Seed,,2019-09-25,day,"Aerospace, Space Travel"
Elroy Air,https://www.crunchbase.com/organization/elroy-air,"San Francisco, California, United States","Elroy Air is a logistics company that specializes in the fields of logistics, robotics, and air transportation. Its air cargo system features rotor-based vertical takeoff and landing (VTOL) and transitions to wing-based cruise flight for long-range.  It was founded in 2016 and headquartered in San Francisco, California.",Active,For Profit,Series A,,2016-11-01,month,"Aerospace, Logistics, Robotics"
allocortech,https://www.crunchbase.com/organization/allocortech,"Waynesboro, Virginia, United States","Allocortech is a provider of products for avionics, control systems, and general embedded systems applications offering accessible and ubiquitous air travel. It also offers electronics testing and analysis services for specialized or general embedded platforms. The services include safety-critical control system architecture design, control system component designs, verification, and validation systems and strategies, electronics design, assembly, and testing. The company was founded in 2018 and is headquartered in Waynesboro, Virginia.",Active,For Profit,Grant,,2018-01-01,year,"Air Transportation, Embedded Systems, Industrial Automation, Robotics"
Phantom Space,https://www.crunchbase.com/organization/phantom-space-corporation,"Tucson, Arizona, United States","Phantom Space focuses on space transportation technology including satellites, propulsion, and launch vehicles. Phantom was founded and is managed by entrepreneurs with direct experience in venture capital, investment banking, and as founding team members of other technology startups.",Active,For Profit,Venture - Series Unknown,,2020-01-05,day,"Aerospace, Space Travel, Transportation"
Abaco Systems,https://www.crunchbase.com/organization/abaco-systems,"Huntsville, Alabama, United States","Abaco Systems is a global leader in open architecture computing and electronic systems for aerospace, defense and industrial applications. Spun out of General Electric in 2015, they deliver and support open modular solutions developed to upgrade and enhance the growing data, analytics, communications and sensor processing capabilities of their target applications. This, together with their 700+ professionals’ unwavering focus on their customers’ success, reduces program cost and risk, allows technology insertion with affordable readiness and enables platforms to successfully reach deployment sooner and with a lower total cost of ownership. With an active presence in a significant number of national asset platforms on land, sea and in the air, Abaco Systems is trusted where it matters most.",Active,For Profit,Grant,,2015-12-07,day,"Aerospace, Architecture, Electronics, Embedded Systems"
Flewber,https://www.crunchbase.com/organization/flewber,"Farmingdale, New York, United States","Flewber is a technology platform that allows users to book and travel in private aircraft. The company was founded in 2018 by Marc Sellouk and is headquartered in Farmingdale, New York, United States.",Active,For Profit,Venture - Series Unknown,,2018-08-18,day,"Aerospace, Air Transportation, Software"
Psionic,https://www.crunchbase.com/organization/psionic,"Hampton, Virginia, United States","Psionic’s proprietary navigation and perception technology improves performance, safety, and precision in the most challenging environments on Earth and in Space. The company was founded in 2018 and is headquartered in Hampton, Virginia.",Active,For Profit,Venture - Series Unknown,,2016-01-01,year,"Aerospace, Automotive, Information Technology, Software"
Grid Raster,https://www.crunchbase.com/organization/grid-raster,"Mountain View, California, United States","GridRaster provides the underlying compute and network stack to power high-end VR/AR experiences on mobile platforms by leveraging the edge cloud. The solution provides high-performance graphics at ultra low latency, while improving the overall performance by 10x. Our vision is to drive the mass adoption of VR/AR by dramatically improving the reach of exciting content and bringing breathtaking immersive experiences to users.",Active,For Profit,Venture - Series Unknown,,2015-07-01,month,"Aerospace, Automotive, Cloud Computing, Computer, Information Technology, Software"
Talon Aerolytics,https://www.crunchbase.com/organization/talon-aerolytics,"West Point, Georgia, United States","Talon Aerolytics is an ITC Capital Partners Company. We utilize emerging Unmanned Aerial System (UAS) technologies to capture high resolution imaging data for the cellular, industrial, commercial, and agriculture industries. Talon utilizes FAA approved pilot’s, policies, and procedures to ensure quality, sanctioned flights of our sophisticated UAS platforms with varying sensor payloads to satisfy most any customer needs.",Active,For Profit,Venture - Series Unknown,,2015-07-01,day,"Aerospace, Agriculture, Infrastructure"
SkySquad,https://www.crunchbase.com/organization/skysquad,"Bethesda, Maryland, United States","SkySquad provides families, seniors, and non-English Speakers with an extra set of hands to help with their travel experience. The company was founded in 2019 and is headquartered in Bethesda, Maryland, United States.",Active,For Profit,Seed,"Women Founded, Women Led",2019-01-01,year,"Air Transportation, Social Assistance, Travel"
Intelligent Artifacts,https://www.crunchbase.com/organization/intelligentartifacts,"New York, New York, United States","Intelligent Artifacts is a leader in Cognitive Machine Intelligence specializing in cost-effective, modular, flexible, and scalable Artificial Intelligence/Machine Learning and Reasoning (AI/ML/R) for the Defense, Intelligence, and Aerospace industries. IA’s revolutionary engine enables AI/ML/R to support a multitude of use cases, data types, and deployment options, even at the edge. IA’s trustworthy system pairs complexity with transparency to cover a range of mission areas including ISR, C2, Predictive Maintenance, Cybersecurity, and more while remaining fully explainable and auditable from results to internal mechanisms to input data.",Active,For Profit,Seed,,2017-03-01,day,"Aerospace, Big Data, Enterprise Software, Government, GovTech, Machine Learning, Military, Software"
Airspace Experience Technologies,https://www.crunchbase.com/organization/airspace-experience-technologies,"Detroit, Michigan, United States",Airspace Experience Technologies is an aviation technology start-up that is developing an electric-powered vertical takeoff and landing aircraft that can be rented by the public.,Active,For Profit,Debt Financing,Women Founded,2017-01-01,year,Aerospace
Global Crossing Airlines,https://www.crunchbase.com/organization/global-crossing-airlines,"Miami, Florida, United States","Global Crossing Airlines is a new US121 charter airline and will operate the A320 & 330, it is publicly traded on the TSX-V as JET. Global X will operate wet lease and acmi flights for airlines and charter operations for tour operators, professional and college teams, and other groups requiring a 150 seat aircraft capable of flying up to six hours. Global X plans to grow to a fleet of ten (10) to fifteen (15) A320 aircraft and will then add widebody A330 aircraft to our FAA certificate, to provide dual capability and optionality to our clients in long-range charter and acmi/wet lease operations.",Active,For Profit,Venture - Series Unknown,,2019-01-01,year,"Aerospace, Air Transportation, Customer Service"
JetPack Aviation,https://www.crunchbase.com/organization/jetpack-aviation,"Los Angeles, California, United States","JetPack Aviation dedicated to building world's first true jetpack, that is capable of getting from SF to Mountain View in ten minutes. Its mission is to build a vehicle that that will disrupt the way people and ""things"" are transported.",Active,For Profit,Seed,,2016-01-01,year,"Aerospace, Air Transportation, Automotive"
Lumo,https://www.crunchbase.com/organization/lumo-781c,"Boston, Massachusetts, United States","At lumo,They’re obsessed with making air travel smarter. They predict flight delays months, weeks, hours ahead of time, making planning easier and flight changes less stressful.",Active,For Profit,Non-equity Assistance,,2015-01-01,year,"Aerospace, Ticketing, Travel"
Camp Six Labs,https://www.crunchbase.com/organization/camp-six-labs,"San Francisco, California, United States","Bringing unprecedented material efficiency, speed and design freedom to the construction space.",Active,For Profit,Seed,Women Founded,2016-01-01,year,"Air Transportation, Autonomous Vehicles, Freight Service, Service Industry"
HopFlyt,https://www.crunchbase.com/organization/hopflyt,"Lusby, Maryland, United States",HopFlyt’s mission is to be the world leader in aerial mobility under 200 miles.  They are building the world’s most aerodynamically advanced electric Vertical Takeoff and Landing (eVTOL) aircraft that transports urban commuters farther and faster for less and they are dedicated to emissions-free.,Active,For Profit,Venture - Series Unknown,Women Founded,2016-01-01,year,"3D Printing, Aerospace, Innovation Management"
Ascent AeroSystems,https://www.crunchbase.com/organization/ascent-aerosystems,"Tewksbury, Massachusetts, United States","Ascent AeroSystems designs and manufactures unique “coaxial” drones for the industrial, public safety and military markets.  The rugged cylinder-shape is more portable and durable than conventional multi-rotors vehicles and is ideal for mission-critical operations in tough environments.  Hundreds have been delivered to professional, commercial, government and military customers worldwide.",Active,For Profit,Grant,,2015-01-15,day,"Aerospace, Commercial, Drones, Hardware, Internet of Things, Military, Product Design, Public Safety"
Poly6 Technologies,https://www.crunchbase.com/organization/poly6-technologies,"Boston, Massachusetts, United States","Poly6's intelligent materials digitize scaled manufacturing to advance engineering design capabilities and system efficiency for established production processes. Coming out of MIT's Langer Lab, Poly6 bridges gaps between theoretical design and practical manufacturing, enabling the production of more complex components, improved tolerance control and overall higher efficiency of end-user systems. In certain verticals, this digitization reduces costs in established manufacturing sectors by as much as 30% while avoiding both regulatory and new material specification complications. Poly6 was established in 2016.",Active,For Profit,Venture - Series Unknown,,2015-01-01,year,"Aerospace, Manufacturing"
Sky Harbour,https://www.crunchbase.com/organization/sky-harbour,"White Plains, New York, United States","Sky Harbour is an aviation infrastructure development company building the first nationwide network of Home-Basing Solutions (“HBS”) for business aircraft. Sky Harbour develops, leases and manages general aviation hangars. Founded in 2017, Sky Harbour is based in White Plains, New York, United States.",Active,For Profit,Post-IPO Equity,,2017-01-01,year,"Aerospace, Air Transportation, Logistics"
New Frontier Aerospace,https://www.crunchbase.com/organization/new-frontier-aerospace,"Tukwila, Washington, United States",New Frontier Aerospace is building hypersonic aircraft to get passengers and cargo anywhere on Earth in 2 hours or less,Active,For Profit,Grant,,2020-12-16,day,Aerospace
ZEVA AERO,https://www.crunchbase.com/organization/zeva,"Tacoma, Washington, United States",ZEVA was founded in 2017 to compete in the Boeing GoFly competition and then build a business on the back of that effort. ZEVA’s first vehicle is called Zero and will transform the transportation landscape for mission critical travel. Stephen Tibbitts along with Ben Gould began the initial design studies and were accompanied by a growing team of engineers and designers. Team ZEVA has grown to about 25 people of a variety of disciplines. Groundwork for eVTOL (electric vertical take-off and landing) was being laid by Mr. Tibbitts as early as 2003 and in 2005 he submitted a grant proposal to NASA on the subject with ground-breaking concepts.,Active,For Profit,Seed,,2018-01-10,day,"Aerospace, Consumer Goods, Drones, Logistics, Transportation"
Swarm Technologies,https://www.crunchbase.com/organization/swarm-technologies,"Mountain View, California, United States",Swarm enables global connectivity with the world's most affordable satellite network.,Active,For Profit,Series A,"Women Founded, Women Led",2017-01-01,year,"Aerospace, Communications Infrastructure, Internet of Things, Satellite Communication"
Ascent Vision Technologies (AVT),https://www.crunchbase.com/organization/ascent-vision,"Belgrade, Montana, United States","Ascent Vision Technologies specializes in gyro-stabilized imaging systems, fully integrated solutions, and innovative software for ISR (intelligence, surveillance, and reconnaissance), air defense, and counter-drone operations for the defense, aerospace and unmanned systems industries. AVT’s systems are supporting airborne, ground, and maritime missions around the world.  Ascent Vision Technologies is a U.S. based technology company based in Bozeman, Montana, founded in 2015 by combat veterans of the U.S. Military. AVT has become a leader in various disciplines, including counter-drone technology, aerial firefighting sensors, and surveillance systems, and offers custom innovations as well as a range of field-proven solutions.",Active,For Profit,Venture - Series Unknown,,2015-01-01,year,"Aerospace, Intelligent Systems, Military"
Undefined Technologies,https://www.crunchbase.com/organization/undefined-technologies,"Doral, Florida, United States","Undefined Technologies, in partnership with the University of Miami, is developing a silent cargo drone powered by ion propulsion aimed to disrupt urban cargo delivery. The novel Air Tantrum™ technology creates a technical and commercial opportunity for ion thrusters to become a viable electric propulsion option. With this innovative technology, noise levels below 70 decibels will be reached, complying with the noise restrictions established by major county ordinances throughout the country. Undefined Technologies is exploring the possibility of using drones for various supply chain activities, including delivering everything from online shopping packages and groceries to vital medicines.",Active,For Profit,Seed,,2018-01-01,year,"Aerospace, Drone Management, Drones"
Fly Louie,https://www.crunchbase.com/organization/fly-louie,"New York, New York, United States","Fly Louie was started in 2017 with the goal of matching under-utilized private aircraft with destinations and travelers in need of more air service. For 18 months, the team worked closely with independent operators and FBO partners to test private air shuttle routes. It was apparent from that experience that a bigger opportunity existed. Fly Louie decided to convert their valuable expertise and relationships into a product that could benefit the independent private aviation industry at scale. In September 2019, Fly Louie established the Fly Louie Alliance, a network of independent charter operators and Preferred FBO partners. Since then, the Fly Louie Alliance has built a robust membership of 200+ operators who own or operate 2,000+ aircraft - almost 20% of the US market. With the agility of a start-up and the strength of scale, Fly Louie works with leading private aviation businesses to deliver massive cost savings, tool enhancements, and network-wide cooperation to better compete against the larger players in aviation.",Active,For Profit,Seed,"Women Founded, Women Led",2017-05-09,day,"Air Transportation, Internet, Tourism, Travel"
Zulu Pods,https://www.crunchbase.com/organization/zulu-pods,"Davie, Florida, United States","Zulu Pods’ unique and patented technology, starting with the ZPod, seeks to revolutionize lubrication systems used in most traditional bearing and gear applications. Ultimately, Zulu Pods seeks to design better aerospace mechanical systems. The ZPod is the world’s first self-contained, sealed, oil tank and pump that can be easily installed into existing traditional expendable and attritable jet engines. ZPods also represent a lifesaving lubrication reservoir system for military helicopters that can extend functionality in a loss-of-lubrication event, providing more time for both pilot and helicopter to reach safety. Zulu Pods’ co-founder, co-inventor, and CTO Daniella Sladen is a Latina, a daughter of immigrants, a first-generation college student, a mother, and a proud female leader in aerospace engineering.",Active,For Profit,Pre-Seed,,2020-07-27,day,"Aerospace, Air Transportation, Military"
Exovolar,https://www.crunchbase.com/organization/exovolar-industries,"Union City, New Jersey, United States","We believe flying people and robots will be commonplace in the future. Imagine what we could do if we had the superpower of flight. Up until this point, humans were constrained by gravity.  Exovolar is unlocking our ability to design and perform beyond imagination. We are building an exoskeleton to make people fly. Our vision is to make the technology available to everyone. We have a first prototype built, received a MoU and multiple LOIs from different industry partners, a LOS from the USAF, a $75k grant from the state of New Jersey and our $120k investment from Techstars.",Active,For Profit,Pre-Seed,"Southeast Asian Founded, Southeast Asian Led",2019-08-29,day,"Aerospace, Robotics"
14bis Supply Tracking,https://www.crunchbase.com/organization/safeflights-inc,"Boston, Massachusetts, United States","14bis Supply Tracking helps aerospace and defense supply chain managers reduce the risk of unapproved parts and eliminate the high admin costs caused by the current paper-based documentation practice. We provide transparency and immutable lifecycle provenance tracking and can adapt to any industry ERP platform and tagging mechanism.  Selected as Privacy/Security finalist for SXSW2018, winner of the Accenture Innovate Award for Websummit 2017 and featured startup at the Paris Air Show 2017.",Active,For Profit,Grant,"Women Founded, Women Led",2017-05-04,day,"Aerospace, Information Technology, Logistics, Military, Network Security, PaaS, Risk Management, SaaS, Supply Chain Management"
Lowden Street Capital,https://www.crunchbase.com/organization/lowden-street-capital,"Homewood, Alabama, United States","Lowden Street Capital is taking a unique approach to private equity by going into locations that are over looked, rural markets. By focusing here, LSC is able to find incredible deals by leverraging small town relationships that reach into larger markets.",Active,For Profit,Private Equity,,2017-01-01,year,"Aerospace, Financial Services, Real Estate, Staffing Agency"
Alpine Advanced Materials,https://www.crunchbase.com/organization/alpine-advanced-materials,"Dallas, Texas, United States","Alpine specializes in best-in-class lightweight and affordable structural thermoplastic nanocomposites and other advanced nanocomposite formulas that deliver excellent mechanical properties, thermal stability, environmental performance and superior quality processability over other available products.",Active,For Profit,Venture - Series Unknown,,2018-01-01,year,"Aerospace, Manufacturing, Military, Nanotechnology"
Advisory Aerospace OSC,https://www.crunchbase.com/organization/advisory-aerospace-osc,"Hopkins, Minnesota, United States","Advisory Aerospace OSC is a management consulting firm that enables aerospace transformations and transactions. The company was founded in 2017 and is headquartered in Minnetonka, Minnesota.",Active,For Profit,Grant,,2017-01-01,year,"Aerospace, Air Transportation, Management Consulting"
Panhwar Jet,https://www.crunchbase.com/organization/panhwar-jet,"Woods Cross, Utah, United States","Panhwar Jet is a technology start-up that aims to design and build the world’s first all-electric long range business, cargo, and medical supplies aircraft. It can fly up to 6 hours while carrying up to 5 passengers, designed especially for business owners, private charter companies, freight companies, and air ambulance companies.",Active,For Profit,Equity Crowdfunding,"Women Founded, Women Led",2020-09-16,day,"Aerospace, Air Transportation, Electric Vehicle"
Morpheus Space,https://www.crunchbase.com/organization/morpheus-space,"Los Angeles, California, United States","Morpheus Space is an aerospace company that produces a modular and electric propulsion system for the small satellite industry. The company is disrupting the NewSpace industry by introducing Agile Constellations, a fusion between cutting-edge electric propulsion and Artificial Intelligence. The solution package enables satellite service providers to operate entire constellations as one entity. Thanks to the highly efficient propulsion systems, each satellite can perform countless orbital maneuvers, which allows for the first time the possibility of ""objective first"" mission planning with an automated trade-off. This provides a never before seen flexibility of satellite networks that is exploited by the A.I. to optimally morph the constellations to fulfill the user's objectives, which can range from revisit frequencies to observation of moving POIs.",Active,For Profit,Series A,,2018-01-01,year,"Aerospace, Artificial Intelligence, Hardware, Satellite Communication, Software"
Prime Downhole Manufacturing,https://www.crunchbase.com/organization/prime-downhole-manufacturing,"Houston, Texas, United States","Prime Downhole Manufacturing is an engineering company that provides machining, fabrication, and services to the oil, gas, and aerospace industries. The company offers machine maintenance and calibration programs with in-house or field repair services. Prime Downhole Manufacturing was established in 2015 and is headquartered in Houston, TX.",Active,For Profit,Private Equity,,2015-01-01,year,"Aerospace, Manufacturing, Oil and Gas"
Xairos,https://www.crunchbase.com/organization/speqtral-quantum-technologies,"Highlands Ranch, Colorado, United States","Xairos specializes in time distribution. The company uses quantum clock synchronization technology to provide secure and accurate timing through entangled photons that are quantum-mechanically linked particles of light, providing users with improved position, navigation, network efficiency, smart grids, and data fusion.",Active,For Profit,Grant,,2019-01-01,year,"Aerospace, GPS"
Imperium Jets,https://www.crunchbase.com/organization/tuki-jets,"Los Angeles, California, United States","Imperium is the Airbnb of private jets; turning unutilized flights into profit by allowing By The Seat sales. On average, 35% of all private jet charter flights in the U.S are empty, which creates a potential revenue loss of over 7.3 billion dollars annually, not to mention aircraft unutilized “down-time.” Imperium turns aircraft unutilized into profit by selling seats on private jet flights to the public, with no need for annual membership fees, or flight minimums. Just book and fly. Imperium’s innovative platform provides both complete regulatory coverage and the most efficient distribution solutions, connected to over 240 million potential end customers.",Active,For Profit,Seed,,2019-01-01,day,"Air Transportation, Business Travel, Mobile Apps, Tourism, Travel"
FLX Solutions,https://www.crunchbase.com/organization/flx-solutions-inc,"Bethlehem, Pennsylvania, United States",FLX Solutions develops cutting-edge robotics to reduce casualties while inspecting and repairing work.,Active,For Profit,Pre-Seed,,2019-09-19,day,"3D Printing, 3D Technology, Aerospace, Building Maintenance, Robotics"
Schweizer,https://www.crunchbase.com/organization/schweizer,"Fort Worth, Texas, United States",Schweizer operates as a manufacturer of helicopters and aviation industry parts supplier.,Active,For Profit,Debt Financing,,2018-01-01,year,"Aerospace, Manufacturing"
Element Company Inc.,https://www.crunchbase.com/organization/consolidated-national-industries-inc,"Denver, Colorado, United States",Element Company engages in forest fire management and suppression.  Element Company invests in and owns interest in biomass conversion plants.  ,Active,For Profit,Series B,,2016-12-01,month,"Aerospace, Government, Renewable Energy"
AirSpeQ,https://www.crunchbase.com/organization/airspeq,"Berkeley, California, United States","Improving the world for plants, animals and people by commercializing sensors for fine and ultrafine particulate matter detection.  Based on MEMS and Thin FBAR technology.  Funded by National Science Foundation (NSF) Seed Fund for America, National Aeronautics and Space Administration (NASA), National Institutes of Health (NIH) and others.  Finalist NASA Earth Space Air Prize.  Winner Cutting Edge Award Shanghai/Yangpu Global Startup Competition.  Winner 2019 Red Herring Top 100 North American Companies award.",Active,For Profit,Grant,,2016-01-01,day,"Aerospace, Government, GreenTech, Health Diagnostics, Internet of Things, Nanotechnology, Pollution Control, Risk Management, Smart Building, Smart Home, Test and Measurement, Wearables"
Vigilant Aerospace Systems,https://www.crunchbase.com/organization/vigilant-aerospace-systems-inc,"Oklahoma City, Oklahoma, United States","Vigilant Aerospace provides a complete, easy-to-use and well-tested “detect-and-avoid” (DAA) collision avoidance and situational awareness solution for unmanned aircraft to fly beyond line-of-sight in the national airspace. We have exclusively licensed NASA’s patent and software to deliver detect-and-avoid using both aircraft transponders and other sensors, like micro-radars and camera systems. The software runs on a laptop or tablet and provides the pilot with collision avoidance commands as well as a 3D synthetic cockpit view, weather and navigational data, detailed flight logging and other functions. The system has been flight tested with FAA observation at NASA’s Armstrong Flight Research Center, where it was invented. It is designed to meet FAA Part 107.30 waiver requirements and RTCA SC-228 MOPS for unmanned detect-and-avoid.",Active,For Profit,Debt Financing,,2015-11-18,day,"Aerospace, Air Transportation, Software"
Avision,https://www.crunchbase.com/organization/avision-robotics,"Santa Monica, California, United States","Avision™ is building the future of flight. We manage the airspace and provide the market with a fleet operations management system for drones. Our initial focus is improvements to public safety and next generation emergency services support. In partnership with the FAA and NASA, Avision is disrupting cargo delivery and urban air mobility.",Active,For Profit,Convertible Note,,2015-01-01,day,"Air Transportation, Drone Management, Enterprise Software, Logistics, Robotics"
Dauntless XR,https://www.crunchbase.com/organization/future-sight-ar,"Houston, Texas, United States","Dauntless equips the next generation of front line workers, aircrew, guardian, pilots, and maintainers with the latest in immersive technology.",Active,For Profit,Grant,Women Founded,2018-04-01,month,"Aerospace, Augmented Reality"
SkyMul,https://www.crunchbase.com/organization/skymul,"Atlanta, Georgia, United States","SkyMul is a robotics company that is revolutionizing the construction industry by introducing modular robots that provide agility and scalability in the process of building tall and large structures. The company's primary focus is on automating physically demanding tasks that were previously performed manually on concrete construction sites. The first step in this direction is the creation of SkyTy, a swarm of modular robots designed to fly over rebar installations and autonomously tie intersections. This system is suitable for tying flat rebar installations such as slabs, bridge decks, and continuously reinforced pavements, and it can be scaled up as needed.",Active,For Profit,Grant,,2018-01-01,year,Aerospace
Aphelion Aerospace,https://www.crunchbase.com/organization/phoenix-launch-systems,"Lakewood, Colorado, United States","Aphelion Aerospace, Inc. (DUNS # 074595993) was founded in March 2019 and is dedicated to developing launch solutions and products for the nanosatellite industry. Our business strategy relies on three core components (launch services, cubesat hardware and software) which allow us to provide a true turnkey, end-to-end space utilization solution. Realization of our vision relies on successful development of the Helios cubesat-class launch vehicle. The Helios nanolaunch system is a three-stage vertical launch vehicle with liquid propulsion in the first two stages and a solid propellant third stage. The design utilizes common propellants in the first two stages and a common engine design with nozzles optimized for altitude in a “plug cluster” aerospike configuration. Phoenix utilizes a unique hydrogen peroxide-based hypergolic propellant that eliminates the need for a separate ignition system but also is non-toxic, non-carcinogenic and the exhaust products are environmentally-friendly. This propellant family was fully developed and hot-fire qualified by Aphelion Orbitals, Inc. in 2018. We further matured the technology into Aphelion Aerospace's proprietary propellant mixture. The first stage is designed to be reusable using boostback, powered descent and vertical landing. Helios will be completely mobile and not rely on any fixed infrastructure, launch pad or processing facilities. The vehicle will be able to remain fully fueled for hours to days before launch and launch on short notice (2-3 days) after arrival at the launch site. Our launch service provides a number of key competencies: dedicated launch, custom orbital insertion, low cost, and a very short lead time. We target the following use customer types: * Commercial customers desiring rapid, guaranteed launch * Clients requiring a method of deployment and maintaining large nanosatellite constellations for communications, resource identification, and monitoring * Missions demanding specific orbits inaccessible through rideshare * Time-sensitive missions which require quick turnaround to launch * Spacecraft that need to be powered on and/or monitored real-time before deployment * Clients desiring to launch spacecraft with irregular volume and mass envelopes Aphelion Aerospace pursues an innovative launch service business model: * Our launch services are sold in a manner similar to airline ticketing * Regularly scheduled launches are provided to defined orbital inclinations * 30 days from cubesat acceptance to launch * “Gas and go” on-demand capability for dedicated launches on short notice * Full up-front price disclosure and guaranteed",Active,For Profit,Equity Crowdfunding,,2019-03-23,day,"Aerospace, Space Travel"
Beamlet,https://www.crunchbase.com/organization/beamlet,"Los Angeles, California, United States","Beamlet is a vehicle, and the robot's sensors will provide them with the confidence and peace of mind they need to navigate even the most challenging environments. It is a sensor for AI and future mobility.",Active,For Profit,Grant,,2019-11-01,month,"Aerospace, Automotive, Autonomous Vehicles, Delivery, Drones, Navigation, Robotics, Sensor"
Paradigm Parachute & Defense,https://www.crunchbase.com/organization/paradigm-parachute-defense,"Pensacola, Florida, United States","Paradigm Parachute & Defense provides precision manufactured, military-style parachute systems, and associated defense products.",Active,For Profit,Venture - Series Unknown,,2019-01-01,year,"Aerospace, Air Transportation, Manufacturing"
M Aerospace RTC,https://www.crunchbase.com/organization/m-aerospace-rtc,"Austin, Texas, United States","M Aerospace RTC is an Aerospace Company focused on developing the next generation of large scale metal 3D printers. They specialize in metal 3D printing technology and services, offering a wide range of metal materials, material combinations, and the capacity to produce huge pieces. M Aerospace RTC is headquartered in Austin, Texas and was founded in 2018.",Active,For Profit,Seed,,2018-08-24,day,"3D Printing, Aerospace, Mechanical Design"
Kall Morris,https://www.crunchbase.com/organization/kall-morris,"Marquette, Michigan, United States","Kall Morris is an aerospace company that collects debris in orbit using cutting-edge software and machine learning. KMI has developed a system to allow our spacecraft to remain in orbit and individually collect multiple small pieces, or work together in tandem to collect large rocket bodies. These plans are achieved through a mix of the latest advancements in satellite components, cutting-edge software, machine learning for collecting debris, and a constant drive to innovate the process.",Active,For Profit,Seed,,2019-01-01,year,"Aerospace, Artificial Intelligence, Machine Learning, Software"
