Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Avionics Support Group,https://www.crunchbase.com/organization/avionics-support-group,"Miami, Florida, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Electronics, Industrial Engineering, Manufacturing, Wholesale"
Covenant Aviation Security,https://www.crunchbase.com/organization/covenant-aviation-security,"Bolingbrook, Illinois, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, National Security, Security"
Skymax,https://www.crunchbase.com/organization/skymax,"Fort Lauderdale, Florida, United States",Skymax is the visitor's first choice for leisure air travel throughout the Sunshine State.,Active,For Profit,,,1997-01-01,year,"Adventure Travel, Air Transportation, Tourism"
Aeropair,https://www.crunchbase.com/organization/aeropair,"Scotland, Indiana, United States","Aeropair has been at the cutting edge of innovation in the aircraft interior component manufacture and repair industries. They provide and manufacture a wide range of interior cockpit parts that are compatible with platforms such as Boeing aircraft, airbus, and regional jets. This includes sun visors and vacuum-formed plastic and composite panels. They also offer cockpit repair services for products such as sidewall panels.",Active,For Profit,,,1996-01-01,year,"Air Transportation, Electronic Design Automation (EDA), Interior Design, Manufacturing"
Kellstrom Commercial Aerospace,https://www.crunchbase.com/organization/kellstrom-commercial-aerospace,"Roselle, Illinois, United States","Kellstrom Materials is a uniquely capable supply chain partner to the world’s air transport providers and MRO’s. Differentiated by its operational heritage, on-hand relevant inventory and parts management emphasis, Kellstrom Materials provides you with instant access to one of the world’s largest and most comprehensive inventories of new and pre-owned aircraft parts for engine and airframe heavy maintenance, phase checks and line maintenance. The company offers an unparalleled level of cost-effective supply chain solutions to the world’s air transport operators, including new OEM parts distribution, consignment management, pre-owned parts distribution, repair management, overhauled rotable components, parts exchange, whole engine assets, and fleet provisioning programs based on real world experience.",Active,For Profit,,,2002-01-01,year,"Aerospace, Logistics, Supply Chain Management"
Airline Choice,https://www.crunchbase.com/organization/airline-choice,"Schaumburg, Illinois, United States","Forward thinking passenger handling and airport operations are just the start. Maximizing sales, stress free check-in and boarding, automation, self service and worry free compliance await you on the Airline Choice Platform.     Airline Choice is a leading provider of cutting-edge technology solutions to airlines, airports, and ground handlers around the world. Headquartered just a short 15 minute drive from Chicago O'Hare International Airport (ORD).   Airline Choice’s departure control platform & innovative hardware solutions deliver class leading passenger handling, self service and compliance solutions that streamline airport operations across the world.",Active,For Profit,,,1999-01-01,year,"Air Transportation, Information Technology, Small and Medium Businesses, Travel"
AirlinePros International,https://www.crunchbase.com/organization/airlinepros-international,"New York, New York, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Air Transportation, Travel"
Planetary Systems,https://www.crunchbase.com/organization/planetary-systems,"Silver Spring, Maryland, United States",Planetary Systems is a provider of mechanical separation systems and satellite dispensers with 100% mission success heritage to date across more than 100 missions.We build the best separation systems because we don’t compromise on proving reliability. Ours is a history of innovation followed by intense and rewarding engineering to prove reliability. By this method we contribute our best work.,Active,For Profit,,,1998-01-01,year,"Aerospace, Industrial, Service Industry"
Engine Alliance,https://www.crunchbase.com/organization/engine-alliance,"East Hartford, Connecticut, United States",Engine Alliance is designs and manufactures aircraft engines for customers worldwide. ,Active,For Profit,,,1996-01-01,year,"Aerospace, Consumer Goods, Drones, Manufacturing"
Teledyne Controls,https://www.crunchbase.com/organization/teledyne-controls,"El Segundo, California, United States",,Active,For Profit,,,1999-10-19,day,"Aerospace, Professional Networking, Professional Services"
Duer Advanced Technology and Aerospace,https://www.crunchbase.com/organization/duer-advanced-technology-and-aerospace,"Vienna, Virginia, United States","Duer Advanced Technology and Aerospace, Inc. is a premier provider of Information Technology services and Intelligence Analysis support to military and civilian agencies. In a dynamic IT market that is drastically influenced by world events, D.A.T.A. is a tested and proven resource for providing dependable, highly skilled cleared personnel.",Active,For Profit,Venture - Series Unknown,,1996-01-01,year,"Aerospace, Analytics"
"AEi Systems, LLC",https://www.crunchbase.com/organization/aei-systems-llc,"Los Angeles, California, United States","AEi Systems is a United States space and power electronics engineering firm based in Denver, Colorado with a presence in Henderson, Nevada and an analysis and testing facility in Los Angeles, California. AEi Systems is most well known for its analysis of space-bound and other industrial power supplies and power systems -- especially those that must operate reliably under extreme conditions (such as radiation, magnetic fields, heat, and the like) and yet also keep within size and weight limitations. AEi Systems is the world leader in Worst Case Circuit Analysis (WCCA) and failure and reliability analysis for space-bound DC-DC converters. The company also acts as a supplier of highly specialized radiation-hardened power supplies and related power system circuitry. The company was founded in 2002, and its predecessor, Analytical Engineering, Inc., was founded in 1995.  The company has four, inter-related business lines: * Analysis: Worst Case Circuit Analysis (WCCA) and failure and reliability analyses. * SPICE Modeling: Modeling of complex ICs for major manufacturers and to support AEi Systems analysis and design work. * Software: Sale of licensed copies of (i) the company's Power IC Model Library for PSpice, and (ii) certain WCCA templates and tables. * Design: Design and licensing or sale of space-bound and other industrial power supplies and related power system circuitry. Noteworthy achievements and facts: * Motorola University's ""six sigma class"" on worst case analysis was created by AEi Systems * The failing design of the LVPS power supply for the Atlas Experiment at the Large Hadron Collider (LHC) at CERN (the world's largest and most powerful particle accelerator) was revised and upgraded by AEi Systems * Most SPICE models for Power ICs that electrical engineers find on the Internet were created by AEi Systems, including those found on the websites of ON Semiconductor and Texas Instruments and those used via National Semiconductor's online Webench tool * AEi Systems analyzed the power buss for the International Space Station Defense and Aerospace Projects AEi Systems has been involved in the development and analysis of some of the most sophisticated and technically challenging power systems in the world, both in the space and defense arena and also with respect to commercial and industrial applications. The company has provided computer simulation models and worst case circuit analysis on most projects. Many projects are ""dark"" but among the company's publicly-known projects are: BSAT, CMIS, Globalstar, GMI, Goes, GPS, HS-702, Intellsat, Juno, MCI, Milstar, MSV, MUOS. NPOESS, Omegasat, P1196, P-81, SMMA, SMU, Spaceway, Tempo, Virgo, XPC Commercial and Scientific Projects  AEi Systems' power supply analysis and design expertise has also been sought for commercial and industrial projects not involving space or defense. For example, AEi Systems worked on the following projects (we can name): The upgrading and revision of the failing design of the LVPS power supply for the Atlas Experiment at the Large Hadron Collider (LHC) at CERN (the world's largest and most powerful particle accelerator that ""uncovered"" the Higgs Boson) Darwin (Schilling Robotics), a 100kW Remotely Operated underwater Vehicle (ROV) that operates underneath the North Sea under 17 kPSI at over 6 kM; and  Commercial projects for Bosch, DeLL and EMC. SPICE Modeling AEi Systems provides SPICE models to many major IC manufacturers, including Texas Instruments, ON Semiconductor and National Semiconductor. Many can be seen on (and downloaded from) their websites.  Since 2005, this business unit has produced and distributed the Power IC Model Library for PSpice, which is distributed by Cadence's sole North American distributor (EMA-EDA) in the United States and Canada, and by other major distributors in Asia and Europe.",Active,For Profit,,,1995-01-01,year,Aerospace
MSR-FSR,https://www.crunchbase.com/organization/msr-fsr,"Chandler, Arizona, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Electronics, Energy, Life Science, Manufacturing, Semiconductor"
National Aviation Services,https://www.crunchbase.com/organization/national-aviation-services-b020,"Cornelius, North Carolina, United States",,Active,For Profit,,,2001-08-01,month,"Air Transportation, Janitorial Service, Security"
Cosmic Advanced Engineered Solutions,https://www.crunchbase.com/organization/cosmic-advanced-engineered-solutions,"Colorado Springs, Colorado, United States",,Active,For Profit,,"Women Founded, Women Led",2001-01-01,day,"Aerospace, Local, Small and Medium Businesses"
Prime Jet,https://www.crunchbase.com/organization/prime-jet,"Englewood, Colorado, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Leisure, Logistics, Transportation"
Tech Rim Standards,https://www.crunchbase.com/organization/tech-rim-standards,"Rochester, Michigan, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, E-Commerce, Industrial, Industrial Manufacturing"
Genex Systems,https://www.crunchbase.com/organization/genex-systems,"Newport News, Virginia, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Information Technology, Media and Entertainment, Product Research"
Aerospace Coatings International,https://www.crunchbase.com/organization/aerospace-coatings-international,"Oxford, Alabama, United States","Aerospace Coatings International(ACI) provides coatings, grinding methods, testing procedures and engineering techniques. They also provides in hydraulic, pneumatic, plasma spray, and landing gear repairs. They significantly reduce the cost of fleet for Commercial Airlines, OEMs. Their customer can contact them through phone, mail, and social media.",Active,For Profit,,,2002-01-01,year,"Aerospace, Air Transportation, Manufacturing, Service Industry"
M4 Engineering,https://www.crunchbase.com/organization/m4-engineering,"Long Beach, California, United States",,Active,For Profit,,,2001-01-01,day,Aerospace
Space Propulsion Group -SPG,https://www.crunchbase.com/organization/space-propulsion-group--spg,"Palo Alto, California, United States","SPG's philosophy is to reduce cost, reduce environmental impact, and increase safety of propulsion and power generation systems through the development of innovative technologies. After almost 60 years, lifting people and things into space continues to be one of the most difficult engineering challenges man faces. Access to space is one of the most important forces shaping modern culture, providing humanity with worldwide communications, weather prediction, global positioning, environmental sensing and the opportunity to explore distant worlds. But the high cost and risk of space access limits the ability of government and the private sector to realize the full benefits of space. SPG believe that propulsion drives the cost of access to space and that complexity generally drives propulsion system cost. We strive to lower the cost, failure rate, and barriers to entry by developing propulsion systems with reduced complexity and increased reliability.",Active,For Profit,,,1999-01-01,year,Aerospace
Innovative Logistics Group,https://www.crunchbase.com/organization/innovative-logistics-group,"Taylor, Michigan, United States","Innovative Logistics Group provide customers with service logistics options, regardless of product, mode, or other synergistic requirements. Innovative Logistics Group provides single source, cost effective logistic services and support via seamless integration of transportation and material handling networks.",Active,For Profit,,,1995-01-01,year,"Air Transportation, Logistics, Transportation, Water Transportation"
Aero Dynamic Machining,https://www.crunchbase.com/organization/aero-dynamic-machining,"Garden Grove, California, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Manufacturing, Transportation"
Sekisui Aerospace,https://www.crunchbase.com/organization/sekisui-aerospace,"Renton, Washington, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Industrial Automation, Manufacturing"
NiSUS Technologies,https://www.crunchbase.com/organization/nisus-technologies,"Columbia, Maryland, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Computer, Cyber Security, Software Engineering"
TMC Design Corporation,https://www.crunchbase.com/organization/tmc-design-corporation,"Las Cruces, New Mexico, United States",,Active,For Profit,,,1997-01-01,day,"Aerospace, Communications Infrastructure, Electronics, Software"
Source One Spares,https://www.crunchbase.com/organization/source-one-spares,"Houston, Texas, United States","Source One Spares specializes in ""just-in-time"" delivery of refurbished flight control, landing gear, nacelle, actuation, and other rotable airframe components to commercial aircraft operators around the world. Delivering overhauled inventory on-demand dramatically decreases the downtime caused by AOG situations and maintenance checks. This helps airlines maintain profitability and lowers consumer costs. Source One Spares was established in 1997 to help airlines lower their costs on spares acquisitions with just in time delivery of refurbished rotable components for Boeing and Airbus aircraft. It is based in Houston, Texas.",Active,For Profit,,,1997-01-01,year,"Aerospace, Industrial, Industrial Engineering"
Denmar Technical Services,https://www.crunchbase.com/organization/denmar-technical-services,"Reno, Nevada, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Service Industry"
Sysense,https://www.crunchbase.com/organization/sysense,"El Segundo, California, United States",,Active,For Profit,,,2001-03-01,day,"Aerospace, Industrial Engineering"
Avionics Interface Technologies LLC,https://www.crunchbase.com/organization/avionics-interface-technologies-llc,"Omaha, Nebraska, United States","Avionics Interface Technologies (AIT) is a leading designer and manufacturer of high-performance flight modules, test and simulation modules, embedded solutions, databus analyzers, and support systems for both the commercial aerospace and defense industries.",Active,For Profit,,,2000-01-01,year,"Aerospace, Manufacturing"
Griffon Aerospace,https://www.crunchbase.com/organization/griffon-aerospace,"Madison, Alabama, United States","Griffon Aerospace is a multi-talented small business based in Madison, AL with additional offices located in Fort Bliss, TX. The primary business focus is toward unmanned aircraft systems. Operating under the ISO 9001:2008 quality management systems, Griffon has produced over 5000 unmanned air vehicles for a variety of customers from US DoD, Foreign Military Sales, Commercial Businesses, and University research labs. Griffon Aerospace was formed in 1995 when Larry French, owner and CEO, decided to build a six-place kit aircraft. Pursuing his passion for vintage design and modern composite manufacturing techniques, Larry and his newly formed company brought the 1930’s Beech Staggerwing style roaring back to life and into the modern era. After producing a handful of Lionheart kits for customers all over the country, the team at Griffon took on challenges in the exciting and expanding world of unmanned aircraft systems and advanced composite manufacturing.",Active,For Profit,,,1995-01-01,year,"Aerospace, Drones, Manufacturing"
Vision Aero,https://www.crunchbase.com/organization/vision-aero,"Weston, Florida, United States","Vision Aero is a trading company that also provides aircraft. They specialized in the sale, purchase, and maintenance of commercial, E-Jet, commuter, and military aircraft. They collaborate with their customers to provide first-rate solutions with care and agility.",Active,For Profit,,,2002-01-01,year,"Aerospace, Manufacturing, Military"
Keltia Design,https://www.crunchbase.com/organization/keltia-design,"Everett, Washington, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Mechanical Engineering, Training"
Indy Honeycomb,https://www.crunchbase.com/organization/indy-honeycomb,"Covington, Kentucky, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Air Transportation, Industrial Engineering, Industrial Manufacturing, Transportation"
Keystone Aviation,https://www.crunchbase.com/organization/keystone-aviation,"Salt Lake City, Utah, United States","Keystone Aviation is a provider of aircraft charter, management, and certified aviation maintenance services.",Active,For Profit,,,1995-01-01,year,"Air Transportation, Service Industry, Technical Support"
SkyTeam International,https://www.crunchbase.com/organization/skyteam-international,"Plantation, Florida, United States","SkyTeam International provides aviation component repair services. They offer accessories, actuators, airspeed indicators, altimeters, cabin pressure controllers, cockpit voice recorders, coffee makers, electro-mechanical, electronics, emergency locator transmitters, flight data analysis, flight recorders, indicators, gyros, instruments, landing lights, stabilizer trim actuators, and wheel speed transducers.",Active,For Profit,,,1998-01-01,year,"Aerospace, Electronics, Mechanical Engineering"
Ocean Air,https://www.crunchbase.com/organization/ocean-air,"Miramar Beach, Florida, United States","Ocean Air provides aircraft engine parts, aeroplane spare parts, aviation communications, aircraft RADAR components, aircraft navigation systems, specific aircraft valve types, and airborne communication elements.",Active,For Profit,,,1996-01-01,year,"Aerospace, Commercial, Mechanical Engineering"
L-3 Mustang Technology,https://www.crunchbase.com/organization/l-3-mustang-technology,"Plano, Texas, United States","L-3 Mustang Technology offers a diverse and proven technology collection of software-defined radar and RF (radio frequency) sensors and systems, with proprietary capabilities in radar-based seeker, proximity fuze, hostile fire indicating and ISR (intelligence, surveillance and reconnaissance) sensor applications.",Active,For Profit,,,1999-01-01,year,"Aerospace, Information Technology, Manufacturing, Software"
AirNav Systems,https://www.crunchbase.com/organization/airnav-radarbox,"Tampa, Florida, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Information Technology, Mapping Services, Software"
Lightspeed Aviation,https://www.crunchbase.com/organization/lightspeed-aviation,"Oregon, Ohio, United States","Entrepreneurial and customer-obsessed, Lightspeed has become a leader in the realm of wearable technology for pilots by operating with a simple strategy: know your customer well and remain committed to relentless product evolution that expands performance to the edge of technological possibilities. This approach allowed Lightspeed to enter the aviation headset market already the innovation leader and allows us to set the standard for what is possible in the categories in which they compete. It's also a big part of why Lightspeed enjoys tremendous brand loyalty and is a company respected around the globe for its expertise and integrity.",Active,For Profit,,,1996-01-01,year,Aerospace
Tulsair Beechcraft,https://www.crunchbase.com/organization/tulsair-beechcraft,"Tulsa, Oklahoma, United States",,Active,For Profit,,,1995-01-01,year,"Air Transportation, Automotive, Leasing, Manufacturing"
Innovative Scientific Solutions,https://www.crunchbase.com/organization/innovative-scientific-solutions,"Dayton, Ohio, United States",,Active,For Profit,,,1995-01-01,day,"Aerospace, Industrial, Software, Test and Measurement"
InfoBase Publishers Inc,https://www.crunchbase.com/organization/dacis,"South Boston, Virginia, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Consulting, Publishing"
M-TRON Components,https://www.crunchbase.com/organization/m-tron-components,"Ronkonkoma, New York, United States",,Active,For Profit,,,1998-01-01,day,"Aerospace, Electrical Distribution, Military"
FlyAdvanced,https://www.crunchbase.com/organization/flyadvanced,"New Castle, Delaware, United States",,Active,For Profit,,,2000-01-01,day,"Aerospace, Training, Transportation"
iinside,https://www.crunchbase.com/organization/iinside,"Anaheim, California, United States","iinside was founded in 1999 by ex-NASA scientists who were instrumental in the creation of today’s GPS (Global Positioning Satellite) framework. As experts in outside and inside positioning technologies, they brought with them patents for motion detection and queuing solutions which have provided for the foundation of iinside’s ability to track, monitor and provide analytical insights into pedestrian movements. After several years of providing human flow solutions for the tourism and retail segments, iinside entered the airport industry in 2013. iinside has since grown to become the North America leader in airport queuing wait times and passenger flow intelligence",Active,For Profit,,,1999-01-01,year,"Air Transportation, Analytics, Data Visualization, Developer APIs, Travel"
AvioTrade Group,https://www.crunchbase.com/organization/aviotrade-group,"Doral, Florida, United States","AvioTrade Group serves airlines, air carriers, and aircraft repair firms. AvioTrade is a sales, consolidation, and distribution company specializing in rotable parts, chemicals, consumables, general hardware, ground support equipment, and onboard servicing items.",Active,For Profit,,,2002-01-01,year,"Aerospace, Air Transportation, Industrial"
Quality Aircraft Accessories,https://www.crunchbase.com/organization/quality-aircraft-accessories,"Tulsa, Oklahoma, United States","Quality Aircraft Accessories sells, overhauls, and exchanges engine access for general aviation aircraft. It is an FAA Part 145 Repair Station for Classes 1 and 2. They can address the needs of the general aviation industry from their facility because of their EASA approval. While they may be able to overhaul their own engine and airframe accessories, they may also need overhauled, exchange, repaired, remanufactured, or serviceable accessories.",Active,For Profit,,,1999-01-01,year,"Aerospace, Industrial, Manufacturing"
Mark Two Engineering,https://www.crunchbase.com/organization/mark-two-engineering,"Hialeah, Florida, United States","Mark Two Engineering is a contract engineering and manufacturing company specializing in rapid prototyping, rapid manufacturing, and complex high-precision machining in the medical device and aerospace industries.  Mark Two  Engineering’s founders have more than half a century of combined experience in the medical device industry and biomedical engineering gained from working for Fortune 500 companies as well as their own previous successful entrepreneurial endeavors. This dynamic partnership,  vital experience, and vast knowledge of the fast-changing industry have contributed to Mark Two Engineering’s continued excellence and dominant market position.",Active,For Profit,,,1996-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Mechanical Engineering, Medical Device"
Hawkeye Helicopter,https://www.crunchbase.com/organization/hawkeye-helicopter,"Lyndon, Kansas, United States","Hawkeye Helicopter provides pipeline and power line patrol services. They operate a fleet of turbine-powered helicopters for several utility clients. They offer aerial services to provide the resources to help you collect, detect, and inspect clients' valuable assets. They specialize in pipeline and powerline services for the energy sector.",Active,For Profit,,,1995-01-01,year,"Aerospace, Fleet Management, Quality Assurance"
John H Northrop And Associates,https://www.crunchbase.com/organization/john-h-northrop-and-associates,"Alexandria, Virginia, United States",,Active,For Profit,,,2001-01-01,day,"Aerospace, Consulting, Software Engineering"
TAT Piedmont Aviation Component Services,https://www.crunchbase.com/organization/tat-piedmont-aviation-component-services,"Greensboro, North Carolina, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Manufacturing, Transportation"
IEC Infrared Systems,https://www.crunchbase.com/organization/iec-infrared-systems,"Middleburg, Ohio, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Manufacturing, Professional Services"
Makel Engineering,https://www.crunchbase.com/organization/makel-engineering,"Chico, California, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Chemical, Manufacturing, Military"
Elemar International Forwarding,https://www.crunchbase.com/organization/elemar-international-forwarding,"Miami, Florida, United States",,Active,For Profit,,,1995-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation, Warehousing"
Ranger Air Aviation,https://www.crunchbase.com/organization/ranger-air-aviation,"Lewisville, Texas, United States",Ranger Air is a premier supplier of aircraft airframe and engine accessories and components and provider of repair management services for a growing list of international customers. Ranger Air has introduced innovative inventory management programs and has stocked and traded parts for virtually every commercial airframe and engine platform in the world. ,Active,For Profit,,,2002-01-01,year,Aerospace
Air Cost Control,https://www.crunchbase.com/organization/air-cost-control,"Sunrise, Florida, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Professional Services, Wholesale"
IAG Aero Group,https://www.crunchbase.com/organization/iag-aero-group,"Miami, Florida, United States",,Active,For Profit,,,2000-01-01,month,"Aerospace, Industrial, Mechanical Engineering"
EuroTec,https://www.crunchbase.com/organization/eurotec-b30f,"Eudora, Kansas, United States","EuroTec is a helicopter and engine sales and leasing company that provides comprehensive maintenance, repair and overhaul (MRO) services for Airbus helicopters, components and Safran helicopter gas turbine engines. For nearly two decades, their integrity and dedication has earned us an impeccable reputation within the helicopter industry. Quite simply – helicopters are their passion and much of their success begins with their associates and their dedication to ensure that their products and services consistently meet and exceed your operational demands and expectations.",Active,For Profit,,,2000-01-01,year,"Aerospace, Electronics, Leasing, Travel"
Evans Composites,https://www.crunchbase.com/organization/evans-composites,"Mansfield, Texas, United States",EVANS develops a partnership that offers mutual benefit to both customers and suppliers. Their goal is to develop economies of scale utilizing the combined resources of our partners to reduce overall cost and create profitable transactions for all. Evans Composites offers solutions to your flight control problems. Evans Composites is an FAA/EASA/ISO9001/AS9100 certified repair station concentrating on composite and structural repair of commercial and corporate jet structures.,Active,For Profit,,,2001-01-01,year,"Aerospace, Air Transportation, Commercial, Transportation"
Medway Air Ambulance,https://www.crunchbase.com/organization/medway-air-ambulance,"Lawrenceville, Georgia, United States","Medway is a medical air transport company, which provides air ambulance services for critical and non-critical care transport, primarily in North America and the Caribbean. Medway operates a fleet of eight fixed-wing Lear 35 and 45 jets from a wholly-owned hangar at Gwinnett County Airport. The Company operates under a Part 135 certificate with the FAA and has a clean operating record. Medway provides air transportation as well as coordinating ground transportation to and from the hospital and airport. Services range from routine hospital-to-hospital transfers to medical air escort to and from foreign countries.",Active,For Profit,,,2000-01-01,year,"Air Transportation, Health Care, Hospital"
Magna Technologies,https://www.crunchbase.com/organization/magna-technologies,"Saint Peters, Missouri, United States","Magna Technologies provides environmental measurement, electro-optics, mechatronics, and robotics lab services. they offer off-shore oil rigs, refineries, and pipeline customers with refueling, safety equipment, valves, pumps, communication, and complete spare parts support.",Active,For Profit,,,1996-01-01,year,"Aerospace, Industrial, Public Safety"
TWC Aviation,https://www.crunchbase.com/organization/twc-aviation,"San Jose, California, United States","TWC Aviation provides charter private jet services for luxury travels worldwide. It also provides aircraft maintenance and inspection services, which include power plant and airframe maintenance, avionics, entertainment system support, landing gear inspections, and airframe inspections; and regulatory compliance documentation services, which include minimum equipment lists, training manuals, RVSM compliance documents, and operations manuals. In addition, the company provides aircraft interior refurbishing services, such as new or refinished leather and wood, carpeting and upholstery, and communication and entertainment systems, as well as other fixtures, features, and amenities.",Active,For Profit,,,1998-01-01,year,Aerospace
Guzman & Griffin Technologies Inc,https://www.crunchbase.com/organization/guzman-griffin-technologies-inc,"Alexandria, Virginia, United States",,Active,For Profit,,,1997-01-01,year,"Air Transportation, Project Management"
"International Governor Services, LLC",https://www.crunchbase.com/organization/international-governor-services-llc,"Broomfield, Colorado, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Consulting"
ALTO Aviation,https://www.crunchbase.com/organization/alto-aviation,"Sterling, Massachusetts, United States",,Active,For Profit,,,1997-01-01,year,Aerospace
TRU AVIATION,https://www.crunchbase.com/organization/tru-aviation,"Cypress, Texas, United States","TRU AVIATION is an aerospace firm that provides private aircraft, in-flight dining, and ground transportation services. They offers customer support through email and phone contact.",Active,For Profit,,,2000-01-01,year,"Aerospace, Air Transportation, Service Industry"
Benchmark Connector,https://www.crunchbase.com/organization/benchmark-connector,"Sunrise, Florida, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Manufacturing, Wholesale"
Hypercomp,https://www.crunchbase.com/organization/hypercomp,"Westlake Village, California, United States",,Active,For Profit,,,1998-01-01,day,"Aerospace, Product Design, Software"
Key Lime Air Corporation,https://www.crunchbase.com/organization/key-lime-air-corporation,"Englewood, Colorado, United States",,Active,For Profit,,,1997-01-01,year,Air Transportation
Knust-Godwin,https://www.crunchbase.com/organization/knust-godwin,"Katy, Texas, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Oil and Gas"
Total Truck Transport,https://www.crunchbase.com/organization/total-truck-transport,"Dulles, Virginia, United States","Total Truck Transport provides local air freight trucking, dulles international airport, tractor-trailer freight pickups and deliveries, experienced air cargo agents, government and military freight, residential deliveries, trade show and convention center pickups and deliveries.",Active,For Profit,,,2000-01-01,year,"Air Transportation, Freight Service, Transportation, Warehousing"
LinkEx,https://www.crunchbase.com/organization/linkex,"Dallas, Texas, United States",,Active,For Profit,,,2002-01-01,year,"Air Transportation, Logistics, Warehousing"
Custom Interface,https://www.crunchbase.com/organization/custom-interface,"Bingen, Washington, United States","Custom Interface helps customers develop robust wire harness and cable interconnect solutions, whether it be for life-saving medical equipment, mission-critical systems for our troops abroad, or “cannot fail” equipment that operates in harsh environments.",Active,For Profit,,,1997-01-01,year,"Aerospace, Electrical Distribution, Electronics, Medical, Renewable Energy"
Rugged Information Technology Equipment,https://www.crunchbase.com/organization/rugged-information-technology-equipment,"Simi Valley, California, United States","RITEC has steadily progressed to computing, security switching, routing, including utility application printing. Engineering, manufacturing, and line managers with considerable roots in traditional military and aerospace computing formed the company. Customers can obtain reliable product performance in severe environments by using computers, switches, routers, and printers modified by their design. Its product-line rollover planning reduces the risk of depreciation and allows for the speedy creation of commercial product developments as they become available.",Active,For Profit,,,1997-01-01,year,"Aerospace, Commercial, Computer, Manufacturing, Printing"
Skylock Industries,https://www.crunchbase.com/organization/skylock-industries,"Azusa, California, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Air Transportation, Manufacturing"
Contrail Aviation Support,https://www.crunchbase.com/organization/contrail-aviation-support,"Verona, Wisconsin, United States","Contrail Aviation Support offers commercial aircraft trading, leasing, and parts solutions. They have creative asset management strategies that maximize value. In addition, the company has diversified into commercial aviation asset trading and leasing, with a primary focus on mid-life to older commercial aircraft and engines that include speculative purchases of assets, sale and lease-back transactions, and stub leases. They provide deep market insights and value to customers.",Active,For Profit,,,2000-01-01,year,"Air Transportation, Commercial, Leasing"
Aerovation,https://www.crunchbase.com/organization/aerovation,"Tucson, Arizona, United States",,Active,For Profit,,,2000-01-01,year,"Air Transportation, Manufacturing, Transportation"
"Angeles Composite Technologies, Inc.",https://www.crunchbase.com/organization/angeles-composite-technologies-inc,"Port Angeles, Washington, United States","ACTI is a world-class supplier of advanced structural composite assemblies and components serving the global commercial and military aerospace markets. Founded in 1996, and located on the picturesque Olympic Peninsula in the state of Washington, ACTI's state-of-the-art facility encompasses over 75,000 sq. feet of manufacturing space.",Active,For Profit,,,1996-01-01,year,"Aerospace, Manufacturing"
LCI,https://www.crunchbase.com/organization/lci-afdc,"Tamarac, Florida, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Sales"
Stewart Industries International,https://www.crunchbase.com/organization/stewart-industries-international,"Birmingham, Alabama, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Air Transportation, Manufacturing"
VSD,https://www.crunchbase.com/organization/vsd,"Virginia Beach, Virginia, United States",,Active,For Profit,,,2001-01-01,day,"Aerospace, Government"
Real Time Consulting,https://www.crunchbase.com/organization/real-time-consulting,"Phoenix, Arizona, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Embedded Software, Embedded Systems, Medical, Project Management"
Airline Apps,https://www.crunchbase.com/organization/airline-apps,"Alpharetta, Georgia, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Recruiting, Transportation"
