Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
SkyGeek,https://www.crunchbase.com/organization/skygeek,"Lagrangeville, New York, United States","SkyGeek is a supplier of aerospace and aviation products.  They provide aircraft and engine parts include, airframe parts, engine parts and supplies, hardware, and aircraft lighting. Their tools and equipments include safety wire pliers, magneto timing tools, sealant tools, respirator filters, aircraft hydraulic jacks, oil filter tools, aircraft jack pads, battery chargers and analyzers, crimping tools, cylinder compression testers, electrical wiring tools, rivet guns, spark plug cleaner, spark plug tools, wire strippers, wrenches and more.",Active,For Profit,,,1970-01-01,year,"Aerospace, E-Commerce, Manufacturing, Shopping, Transportation"
TRM Microwave,https://www.crunchbase.com/organization/trm-microwave,"Bedford, New Hampshire, United States",,Active,For Profit,,,1970-06-20,day,"Aerospace, Manufacturing, Product Design"
Swift Engineering,https://www.crunchbase.com/organization/swift-engineering,"San Clemente, California, United States","For nearly 30 years, Swift Engineering’s design and manufacturing innovations have produced championship winning racecars and next generation aviation and aerospace designs and components.",Active,For Profit,,,1983-01-01,year,Aerospace
Tecolote Research,https://www.crunchbase.com/organization/tecolote-research,"Goleta, California, United States",,Active,For Profit,,,1973-06-01,day,"Aerospace, Software"
Able Engineering & Component Services,https://www.crunchbase.com/organization/able-engineering-component-services,"Phoenix, Arizona, United States","Since 1982, Able Engineering has helped aircraft operators and fleet owners safely reduce operating costs by providing resourceful solutions. After laying roots as experts in processing turbine engine components for original equipment manufacturers, they expanded their business in the 1990s to include FAA-approved parts, along with repairs, overhauls, exchanges and partnerships. More than 30 years after opening their doors, they continue to extend their capabilities and grow their team. While many things have changed over the decades, one thing has remained the same: Able’s unrelenting focus on being the best value alternative around for aircraft parts and maintenance.",Active,For Profit,,,1982-01-01,year,Air Transportation
Herber Aircraft Service,https://www.crunchbase.com/organization/herber-aircraft-service,"El Segundo, California, United States",,Active,For Profit,,,1978-01-01,day,"Aerospace, Air Transportation, Manufacturing"
Dedola Global Logistics,https://www.crunchbase.com/organization/dedola-global-logistics,"Los Alamitos, California, United States",Dedola Global Logistics is headquartered in Southern California and works with importers and exporters worldwide to improve and simplify their supply chain.  A customer focused culture coupled with modern tracking and reporting tools allows our customers to optimize their global transportation.  Our Goal: Allow our customers to be so confident in our ability to deliver their product that they can devote their energy towards the core aspects of their business.,Active,For Profit,,,1976-01-01,year,"Air Transportation, Freight Service, Logistics, Marine Transportation, Shipping, Shipping Broker, Supply Chain Management, Trade Shows, Transportation"
Milpower Source,https://www.crunchbase.com/organization/milpower-source,"Belmont, New Hampshire, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Consumer Goods, Manufacturing"
Sechan Electronics,https://www.crunchbase.com/organization/sechan-electronics,"Lititz, Pennsylvania, United States",,Active,For Profit,,,1984-01-01,year,"Air Transportation, Manufacturing, Military"
Aviation Ground Equipment,https://www.crunchbase.com/organization/aviation-ground-equipment,"Melville, Montana, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Industrial, Manufacturing"
Hanwha Aerospace USA,https://www.crunchbase.com/organization/hanwha-aerospace-usa,"Cheshire, Connecticut, United States","Hanwha Aerospace USA is a manufacturing company that designs and develops prototyping and production equipment for the aerospace and defense industries. The company focuses on the manufacturing of complex components, used in the most advanced commercial and military applications in the world.  The company's core competencies include precision rotating and static components for aerospace engine applications; complex gages, fixtures, precision tools, and composite molds; high energy beam processes and fabrication; precision machine tool spindles, and grinding machines and grinding process engineering.",Active,For Profit,,,1977-01-01,year,"Aerospace, B2B, Machinery Manufacturing, Manufacturing, Military"
UFA,https://www.crunchbase.com/organization/ufa,"Burlington, Massachusetts, United States","UFA provides air traffic control, airside driver, and pilot training services. They offers versatile controller training, research tools to air navigation service providers, military organizations, universities, and airports.",Active,For Profit,Venture - Series Unknown,,1979-01-01,year,"Aerospace, Simulation, Software, Software Engineering"
GTT Global,https://www.crunchbase.com/organization/gtt-global,"Plano, Texas, United States",,Active,For Profit,,,1984-01-01,day,"Aerospace, Ticketing"
PIC Wire & Cable,https://www.crunchbase.com/organization/pic-wire-cable,"Waukesha, Wisconsin, United States","PIC Wire & Cable designs and manufactures performance electronic cables, connectors, and assemblies for rugged, harsh environments. Products are specified worldwide in demanding military, corporate, and commercial applications that include airplanes, helicopters, UAVs, ground vehicles, and ground shelters. PIC application success in programs worldwide involving aircraft cables and custom aircraft assemblies allows them to assist with aircraft cabling solutions for their network cable, data transfer cable, and communication applications.",Active,For Profit,,,1971-01-01,year,"Aerospace, Electronics, Manufacturing, Product Design, Productivity Tools"
Amerijet International,https://www.crunchbase.com/organization/amerijet-international,"Miami, Florida, United States","Amerijet International is an all-cargo air carrier, operating Boeing 767 and Boeing 727 aircraft from its primary hub at Miami International Airport to destinations throughout the Caribbean, Central America, Mexico and South America. With more than 40 years of experience, 25 offices in the U.S. and over 130 offices worldwide, Amerijet International and its logistics partner, ITN Worldwide, provide seamless transportation and logistics solutions for freight of any size or type to destinations throughout the world.",Active,For Profit,,,1974-01-01,year,Air Transportation
Aerodyne Industries,https://www.crunchbase.com/organization/aerodyne-industries,"Cape Canaveral, Florida, United States",,Active,For Profit,,,1968-01-01,year,"Aerospace, Cyber Security, Project Management, Quality Assurance, Software Engineering, Web Design, Web Development"
CDA Intercorp,https://www.crunchbase.com/organization/cda-intercorp,"Deerfield Beach, Florida, United States",,Active,For Profit,,,1970-01-01,year,"Aerospace, Hardware, Manufacturing"
Dynatech International LLC.,https://www.crunchbase.com/organization/dynatech-international-llc,"Melville, New York, United States","Dynatech offers planning and forecasting services and stocks inventory in support of forecasted budget requirements. They provide new OEM parts as well as repair services and can provide forecasting, training, and kitting services.",Active,For Profit,,,1972-01-01,day,"Aerospace, Automotive, Logistics, Manufacturing, Training, Transportation"
Kellstrom Aerospace,https://www.crunchbase.com/organization/kellstrom-aerospace,"Roselle, Illinois, United States",,Active,For Profit,,,1971-01-01,year,Aerospace
Bringer Air Cargo,https://www.crunchbase.com/organization/bringer-air-cargo,"Doral, Florida, United States",,Active,For Profit,,,1983-01-01,day,"Aerospace, Freight Service, Transportation"
Mnemonics,https://www.crunchbase.com/organization/mnemonics,"Melbourne, Florida, United States","Mnemonics specializing in the design, development, production and lifecycle support of electronics systems tailored to meet the specific requirements of commercial industry and department of defence customers. The firm provides cost-effective products, solutions and services.",Active,For Profit,,,1979-11-01,day,"Aerospace, Electronics, Manufacturing"
Raisbeck Engineering,https://www.crunchbase.com/organization/raisbeck-engineering,"Seattle, Washington, United States","Raisbeck Engineering, Inc. designs, develops, and markets performance improvement systems for business and commercial jet-powered aircraft. It provides quiet turbofan propellers, ram air recovery systems, enhanced performance leading edges, dual aft body strakes, high flotation gear doors, nacelle and crown wing lockers, and fuselage lockers.",Active,For Profit,,,1982-01-01,year,"Aerospace, Industrial Automation"
Onboard Systems International,https://www.crunchbase.com/organization/onboard-systems-international,"Vancouver, Washington, United States","Onboard Systems International, Inc. is designs and manufactures a complete line of innovative helicopter cargo hook equipment under its TALON™ brand, including belly hooks, cargo hook suspension systems, onboard weighing systems and remote hooks. Its low-weight, high quality products provide helicopter operators with increased cost efficiencies and safety through customer-driven designs, responsive service and support, and low on-going maintenance costs.",Active,For Profit,,,1975-01-01,year,"Aerospace, Manufacturing"
Manufacturing Technology,https://www.crunchbase.com/organization/manufacturing-technology-inc,"South Bend, Indiana, United States","Manufacturing Technology is a welding solutions company. Their services include manufacturing services, contract friction welding, part development, part ideas, bi-metallic friction welding, service, and aftermarket parts.",Active,For Profit,Grant,,1976-01-01,year,"Aerospace, Hardware, Manufacturing"
CHI Aviation,https://www.crunchbase.com/organization/chi-aviation,"Howell, Michigan, United States",,Active,For Profit,,,1980-01-01,day,"Aerospace, Construction, Information Technology, Logistics, Manufacturing, Service Industry"
Avionics Instruments,https://www.crunchbase.com/organization/avionics-instruments,"Avenel, New Jersey, United States",Avionic Instruments designs and manufactures specialized power conversion devices for a wide range of aerospace applications.  These products are used on most commercial and regional transports as well as many corporate and military aircraft.,Active,For Profit,,,1970-01-01,year,Aerospace
Engineering Research and Consulting,https://www.crunchbase.com/organization/engineering-research-and-consulting,"Huntsville, Alabama, United States","Engineering Research and Consulting offers aerospace engineering, IT, R&D, network administration and consultation services.",Active,For Profit,,,1977-01-01,year,"Aerospace, Information Technology, Mechanical Engineering"
Island Group Enterprises,https://www.crunchbase.com/organization/island-group-enterprises,"Mineola, New York, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Automotive, Chemical, Manufacturing"
Marmon Aerospace & Defense,https://www.crunchbase.com/organization/marmon-aerospace-defense,"Manchester, New Hampshire, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Manufacturing"
Concordia International Forwarding Corporation,https://www.crunchbase.com/organization/concordia-international-forwarding-corporation,"Uniondale, New York, United States",,Active,For Profit,,,1978-01-01,day,"Air Transportation, Service Industry, Shipping"
Delta Information Systems,https://www.crunchbase.com/organization/delta-information-systems,"Horsham, Pennsylvania, United States",,Active,For Profit,,,1976-01-01,year,"Aerospace, Manufacturing"
SURVICE Engineering,https://www.crunchbase.com/organization/survice-engineering,"Belcamp, Maryland, United States","Serve Their customers with specialized and innovative solutions, while promoting responsible growth and maintaining focus on Their employees, values, and ethical standards.",Active,For Profit,,,1981-01-01,year,"Aerospace, Information Technology, National Security"
Dodson International Parts,https://www.crunchbase.com/organization/dodson-international-parts,"Rantoul, Kansas, United States",,Active,For Profit,,,1984-01-01,day,"Aerospace, E-Commerce, Internet, Marketplace, Retail"
Service Steel Aerospace,https://www.crunchbase.com/organization/service-steel-aerospace,"Fife, Washington, United States","Service Steel Aerospace (SSA) was founded in 1976 in Tacoma, Washington. The company was established as a specialty metals distributor for the aerospace industry. In 1982, SSA expanded their warehouse operations into southern California. In 1988, SSA expanded into Akron, Ohio strategically placing their facility close to both their customer base and the mills. SSA's original founders sold the company in 1989 to Underhill Investments who continued to grow the company. Underhill Investments sold SSA to Reliance Steel & Aluminum Co. in 1997. Reliance Steel & Aluminum Co. is the largest Aerospace distributor and the largest metal service center in North America. Reliance Steel & Aluminum Co. is a fortune 500 company and trades on the NYSE (RS). Reliance Steel & Aluminum Co. operates from 290 metals centers in North America.",Active,For Profit,,,1976-01-01,year,"Aerospace, Mining Technology"
Skandia,https://www.crunchbase.com/organization/skandia,"Davis Junction, Illinois, United States","Skandia provides aircraft interior products and services. It offers thermal or acoustic soundproofing materials, including insulation blankets, over frame blankets, and carpet pads.  Skanida foam fabrication programs, including seat cushions; flammability testing and certification services; and foam and upholstery supplies, including DAX, Confor, MP graphite hard, HR poly, and foams. It also provides acoustic absorption polyether foams, aero blanket over frame blankets, aero cell foams, aero damps, aero felts, carpet underlays, EAR/ADC composite materials, quilted insulation blankets, and aero barriers.  Skandia produces foam rubber cutters, hand tools, and shears. It manufactures upholstery supplies, including anchor plates, batting and muslin products, buckles and ladder locks, air stair flooring products, elastic products, fabrics, fasteners, flat hooks, footman loops, hardware, hooks and loops, tapes, threads, tie-down fittings, twines, ventilators, webbings, and well nuts.  Skandia also makes wire pin saws, including accessories and throat plates. It sells them online.  Skandia began operation in 1983, with its headquarters in Davis Junction in Illinois. Skandia operates as a subsidiary of TransDigm Group as of July 13, 2018.",Active,For Profit,,,1983-01-01,year,"Aerospace, Financial Services, Industrial Design, Industrial Engineering, Industrial Manufacturing"
Q-Tech,https://www.crunchbase.com/organization/q-tech-8d3a,"Culver City, California, United States","Q-Tech offers slashing crystal clock oscillators and frequency management solutions to businesses with demanding applications. They produce approved goods in accordance with MIL-PRF-55310 as well as hyper reliability requirements such as aerospace corporation TOR and NASA GSFC criteria for the military, aerospace, down-hole, and deep space industries.",Active,For Profit,,,1972-01-01,year,"Aerospace, Electronics, Industrial, Manufacturing"
Circuit Systems Company,https://www.crunchbase.com/organization/circuit-systems-company,"Arlington, Texas, United States",,Active,For Profit,,,1983-01-01,year,"Aerospace, Manufacturing, Wholesale"
Armstrong Consultants,https://www.crunchbase.com/organization/armstrong-consultants-926d,"Grand Junction, Colorado, United States","Armstrong consultants is a professional consulting engineering firm that only works on airports. Armstrong consultants provide excellent airport planning, engineering, and construction administrative services to airports of all sizes, from small rural general aviation strips to business jet executive airports, commercial service airports, and military airfields.",Active,For Profit,,,1973-01-01,year,"Aerospace, Construction, Consulting"
Aero-Space Reports,https://www.crunchbase.com/organization/aero-space-reports,"Oklahoma City, Oklahoma, United States",,Active,For Profit,,,1969-01-01,month,"Aerospace, Insurance"
R&M Trucking,https://www.crunchbase.com/organization/r-m-trucking,"Franklin Park, Illinois, United States","R&M Trucking is a successful family-owned and operated business servicing the greater Chicago metropolitan area including Rockford and parts of Indiana. they specialize in serving the Air and Ocean Freight Forwarding Industry. In addition, we serve as a common carrier providing Daily Direct Local Cartage Service for T/L and LTL shipments.",Active,For Profit,,,1976-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation"
Military & Commercial Fasteners,https://www.crunchbase.com/organization/military-commercial-fasteners,"York, Pennsylvania, United States",,Active,For Profit,,,1972-01-01,day,"Aerospace, Manufacturing"
Cesaroni Technology,https://www.crunchbase.com/organization/cesaroni-technology,"Ontario, California, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Manufacturing, Product Design, Productivity Tools"
Valve Research,https://www.crunchbase.com/organization/valve-research,"Deerfield Beach, Florida, United States",,Active,For Profit,,,1974-01-01,day,"Aerospace, Industrial Design, Industrial Manufacturing, Manufacturing"
Med-Trans,https://www.crunchbase.com/organization/med-trans,"Denton, Texas, United States",,Active,For Profit,,,1982-01-01,year,Air Transportation
Consortia Aerospace Group,https://www.crunchbase.com/organization/consortia-aerospace-group,"Conway, South Carolina, United States","Consortia Aerospace Group specializes in aircraft engineering and program management. They are aerospace engineering service providers. They provide support for specialized mobile modification teams, engineering and certification, manufacturing, and batteries.",Active,For Profit,,,1982-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Dallara,https://www.crunchbase.com/organization/dallara,"Indiana, Pennsylvania, United States",,Active,For Profit,,,1972-01-01,year,"Aerospace, Automotive, Machinery Manufacturing, Manufacturing, Market Research, Mechanical Engineering, Product Design, Product Research, Racing"
Scaled Composites,https://www.crunchbase.com/organization/scaled-composites,"Mojave, California, United States","Scaled Composites, LLC is an aerospace and specialty composites development company located in Mojave, California (about 80 miles north of Los Angeles). FOUNDED IN 1982 BY BURT RUTAN, SCALED HAS BROAD EXPERIENCE IN AIR VEHICLE DESIGN, TOOLING AND MANUFACTURING, SPECIALTY COMPOSITE STRUCTURE DESIGN, ANALYSIS AND FABRICATION, AND DEVELOPMENTAL FLIGHT TESTS OF AIR AND SPACE VEHICLES. The employees at Scaled come from a diverse background of talents, experience, and interests. This unique combination of individuals helps promote an innovative and creative atmosphere. Scaled offers the opportunity to pursue career and personal interests in a manner that can be found nowhere else by following one simple rule: have fun. Their normal business hours are from 7 am to 4:30 pm (Pacific), Monday through Thursday. They are open every other Friday from 7 am to 3:30 pm (Pacific).",Active,For Profit,,,1982-01-01,year,"Aerospace, Mobile, Travel"
RAH Industries,https://www.crunchbase.com/organization/rah-industries,"Valencia, California, United States","RAH Industries builds mission-critical parts and assemblies for use in spacecraft, commercial and military aircraft, defense and homeland security systems and a wide variety of commercial applications. Their services include precision CNC tube bending, flaring and beading, tungsten inert gas welding, precision sheet metal fabrication and CNC forming, Precision CNC Machining, lathe and turning centers, painting , non-destructive testing, and more.",Active,For Profit,,,1971-01-01,year,"Aerospace, Industrial, Manufacturing, Mechanical Engineering"
East-West Industries,https://www.crunchbase.com/organization/east-west-industries,"Ronkonkoma, New York, United States","East/West Industries is a small woman-owned business distinguished by technical excellence and best value products. Everything they do is built on a foundation of hard work, integrity, and a very personal commitment to doing the right thing for the aerospace customers they serve, because “saving aircrew lives is their first concern.” These values were embodied and instilled by founders Dom and Mary Spinosa, 50 years later their guiding principles are alive and well under the leadership of President Teresa Ferraro and Vice President of Business Development Joe Spinosa and dozens of talented team members. From humble beginnings manufacturing connectors, East/West today is globally recognized for their expertise designing and manufacturing aircraft seats and other products critical to crew safety and survival. They are become the trusted provider of choice for the industry’s most progressive new aircraft and a go-to small prime partner for customers in need of a fully capable problem solver willing to jump in and get the job done.",Active,For Profit,,,1968-01-01,year,"Aerospace, Manufacturing"
DAC International,https://www.crunchbase.com/organization/dac-international,"Austin, Texas, United States","DAC International – A Subsidiary of Aero Precision Holdings LP, is a Worldwide Distributor of Avionics, Test Equipment, Data Converters and Aviation Supplies for General, Corporate, Military, Regional and Commercial Aircraft. Established in 1981 and headquartered in Austin, Texas, DAC International serves customers in more than 60 countries through its sales team and vast dealer network. Its talented staff specialize in providing integrated system solutions within complex cockpit environments. With their extensive available inventory, they are able to meet all of their customer’s current and future needs. Continually looking for new products to meet their customers’ demands is part of their solution. The company has an FAA approved manufacturing facility and development group, holding several Supplemental Type Certificates, Parts Manufacturer Approvals and Technical Standard Orders. Products are compliant with DO-160, MIL-STD-810C and MIL-STD-461F. Manufactured goods containing software meet the objectives of DO-178B, Levels A, B, C, D or E. DAC International’s reputation as a dependable, dedicated and accessible team of savvy technical experts has not changed and remains its trademark of excellence.",Active,For Profit,,,1981-01-01,year,"Aerospace, Manufacturing"
Tampa International Airport,https://www.crunchbase.com/organization/tampa-international-airport,"Tampa, Florida, United States",,Active,For Profit,,,1971-01-01,day,"Air Transportation, Leisure, Travel"
Aviation International News,https://www.crunchbase.com/organization/aviation-international-news,"Midland Park, New Jersey, United States","Founded in 1972, AIN Publications is an independent media company focused on the aviation sector. Their stated mission is “To provide timely, accurate and balanced aviation and aerospace news, analysis and data around the world.” They accomplish this mission by employing a dedicated staff of experts in their respective fields. They adhere to strict guidelines of ethics and good-practices, a policy that has made AIN Publications one of the most trusted sources for aviation news in the world.",Active,For Profit,,,1972-01-01,year,Aerospace
Jamco America,https://www.crunchbase.com/organization/jamco-america,"Everett, Washington, United States",,Active,For Profit,,,1981-01-01,year,"Aerospace, Interior Design, Manufacturing"
Palomar Products,https://www.crunchbase.com/organization/palomar-products,"Rancho Santa Margarita, California, United States",Secure Communication Systems (SCS) are versatile and secure intercommunication platforms that allow flexibility in multiple interfaces on multi-mission platforms. These robust communication solutions ensure information assurance and security across converging networks.,Active,For Profit,,,1970-01-01,year,"Aerospace, Software, Telecommunications"
Enviro Systems,https://www.crunchbase.com/organization/enviro-systems-2,"Seminole, Oklahoma, United States","Enviro Systems designs and manufactures environmental control systems that provide a safe and comfortable cabin environment.  Our integrated systems provide automatic control of cabin pressure and temperature.  Our product lines include bleed air valves, outflow valves, vapor cycle air conditioning components, centrifugal & axial fans, sensors, and digital & analog controllers.",Active,For Profit,,,1979-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Grant Aviation,https://www.crunchbase.com/organization/grant-aviation,"Anchorage, Alaska, United States",,Active,For Profit,,,1971-01-01,day,"Aerospace, Air Transportation"
Alken Industries,https://www.crunchbase.com/organization/alken-industries-inc,"Ronkonkoma, New York, United States","Alken Industries manufactures quality parts with continuous improvement in quality and productivity. They are experienced and qualified with expertise in small to large, simple to complex parts and assemblies. And supports customer electronic models and data with Catia V5 software. Part Marking capabilities include: UID Laser Labeling, Ink Jet, Automated Dot Peen, Electromechanical and Rubber Stamp. It prides itself on our safe standard packaging and shipping practices, ensuring all products are finished to customer specifications and requirements. ERP system allows real time feedback on execution of business plans. Visual scheduling gives immediate visibility and dashboards enable monitoring.",Active,For Profit,,,1968-01-01,year,"Aerospace, Business Intelligence, Manufacturing, Transportation"
Navmar Applied Sciences Corporation,https://www.crunchbase.com/organization/navmar-applied-sciences-corporation,"Warminster, Pennsylvania, United States",,Active,For Profit,,,1977-01-01,year,"Aerospace, Manufacturing, Training"
JWD Machine,https://www.crunchbase.com/organization/jwd-machine,"Fife, Washington, United States","JWD Machine, Inc. is a growing manufacturer of metal and composite parts and assemblies for customers in the aerospace, defense and transportation industries. With over 33 years of experience, JWD has developed world-class skill in manufacturing high strength, high heat treat and complex components for critical structures. JWD operates numerous multi-axis milling and turning centers in its production facility in Fife, Washington plus other equipment needed for quality control and operations. Internally or through its outsourced vendors, JWD provides cutting, turning, milling, jig boring, jig milling, honing, broaching and grinding ID/OD of bar stock, forgings and castings. JWD can produce the most exacting tolerance machined components. They are more than happy to provide turnkey parts complete through required processing, finishing, painting and assembly including detail components. Their focus on lean manufacturing strategies enables us to provide responsiveness to customer requirements that you will rarely find. They have taken this well beyond standard practices by designing their own proprietary work holding system for CNC milling centers. JWD’s patented Techni-Grip™ reduces tooling design requirements, standardizes your fixturing, and reduces set-up and change-over time while improving dimensional repeatability. Techni-Grip™ is such an advantageous tool that they have an entire department dedicated to its manufacture and sale at an international level to customers such as Boeing, Agilent Technologies and many others.",Active,For Profit,Private Equity,,1978-01-01,year,"Aerospace, Manufacturing"
Tavis,https://www.crunchbase.com/organization/tavis,"Mariposa, California, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Industrial, Manufacturing"
QinetiQ Space,https://www.crunchbase.com/organization/qinetiq-space-0534,"Belgium, Wisconsin, United States","QinetiQ Space is a commercial space business that design and delivers missions in orbit delivering observation, platforms, science, navigation, propulsion and secure communications support across military, security and civil space sectors.",Active,For Profit,,,1983-01-01,year,"Aerospace, Military, National Security, Navigation, Space Travel"
JBK Manufacturing & Development Co.,https://www.crunchbase.com/organization/jbk-manufacturing-development-co,"Dayton, Ohio, United States","JBK Manufacturing & Development Co. provides Precision machined parts and fabrications for aerospace and military customers. They operate as a tier I supplier to a number of aerospace customers in addition to serving a wide range of clients in the defense, energy, oil, and paper sectors.",Active,For Profit,,,1981-01-01,year,"Aerospace, Commercial, Industrial, Manufacturing"
Amfuel,https://www.crunchbase.com/organization/amfuel,"Magnolia, Texas, United States","Amfuel is a designer and fabricator of composite material products for aviation, aerospace, military ground forces, and commercial transport industries. Their product categories such as aviation fuel cells,  defense aviation, commercial aviation, liquid logistics, spares, and adhesives. They supply fuel cells and flexible liquid storage equipment for defense and commercial industries.",Active,For Profit,Debt Financing,,1983-01-01,year,"Aerospace, Fuel, Fuel Cell, Manufacturing"
Southern Pride Trucking,https://www.crunchbase.com/organization/southern-pride-trucking,"Sanford, Florida, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Logistics, Railroad, Transportation"
Aimtek,https://www.crunchbase.com/organization/aimtek,"Auburn, Alabama, United States","Aimtek provides high quality metal joining products and services to the Aerospace, Power Generation, Defense , Oil & Gas, Battery, Medical, and Manufacturing industries.  Aimtek is independently owned, and services a global market through its expanding network of representatives and distributors.  Core competencies include Welding Alloys, Brazing Filler Metals, Thermal Spray Systems, and Resistance Microwelding Equipment.",Active,For Profit,,,1973-01-01,year,"Aerospace, Air Transportation, Manufacturing"
PSA Airlines,https://www.crunchbase.com/organization/psa-airlines,"Vandalia, Ohio, United States","PSA has a long history of excellence that we’re proud to carry forward. Our mission and values guide us in our quest for customer satisfaction, quality and safety.",Active,For Profit,,,1983-01-01,year,Air Transportation
Miller Castings,https://www.crunchbase.com/organization/coastal-masonry,"Whittier, California, United States",,Active,For Profit,,,1972-01-01,year,"Aerospace, Manufacturing, Precious Metals"
Schwab Industries,https://www.crunchbase.com/organization/schwab-industries-01a2,"Shelby, Michigan, United States","Schwab Industries is a premier supplier of tooling, stampings, gages, and fixtures for the aerospace, automotive, and consumer industries. They utilize many of the latest rapid prototype processes, to design, tool and manufacture components and assemblies to our client's needs. They are utilized for all raw material storage, shipping and receiving, and transportation logistics support.",Active,For Profit,,,1984-01-01,year,"Aerospace, Automotive, Manufacturing, Mining"
Electronics,https://www.crunchbase.com/organization/electronics-df9a,"Mishawaka, Indiana, United States",,Active,For Profit,,,1974-01-01,year,"Aerospace, Energy, Industrial, Manufacturing, Training"
Avtech Corp,https://www.crunchbase.com/organization/avtech-corp,"Seattle, Washington, United States","Avtech Corp is design, development, and manufacture of electronic systems for the aerospace industry.",Active,For Profit,,,1969-01-01,year,"Aerospace, Manufacturing"
Transair,https://www.crunchbase.com/organization/transair-fd95,"Honolulu, Hawaii, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Air Transportation, Industrial"
CI Systems,https://www.crunchbase.com/organization/ci-systems,"Texas, South Carolina, United States",,Active,For Profit,,,1978-01-01,day,"Aerospace, Manufacturing, Semiconductor, Supply Chain Management"
Numet Machining Techniques,https://www.crunchbase.com/organization/numet-machining-techniques,"Orange, Connecticut, United States","Numet Machining Techniques is a provider of aerospace engine machined components requiring complex geometries and exotic alloys. Numet supplies many of the key leading aerospace engine platforms, including the GTF, F135, PW4000, and LEAP, and its top customers include Pratt & Whitney, GE Aviation and the U.S. Department of Defense.",Active,For Profit,Debt Financing,,1984-01-01,year,"Aerospace, Machinery Manufacturing"
B&B Specialties,https://www.crunchbase.com/organization/b-b-specialties,"Anaheim, California, United States",,Active,For Profit,,,1971-01-01,year,"Aerospace, Commercial"
Delta Private Jets,https://www.crunchbase.com/organization/delta-private-jets,"Erlanger, Kentucky, United States","Delta Private Jets has made private jet travel a reality for thousands. We were the first private jet operator to offer the convenience of a membership card - the Delta Private Jets Card - the only jet card that delivers benefits like all-inclusive pricing, your choice of jet size on every flight with no interchange fees, and the ability to combine the best of private and commercial travel.",Active,For Profit,,,1983-01-01,year,Aerospace
Concorde Battery,https://www.crunchbase.com/organization/concorde-battery,"West Covina, California, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Automotive, Manufacturing"
Richard Manufacturing Company,https://www.crunchbase.com/organization/richard-manufacturing-company,"Ogden, Utah, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Electronics, Industrial Engineering, Machinery Manufacturing, Manufacturing, Product Design"
Midwest ATC,https://www.crunchbase.com/organization/midwest-atc,"Overland Park, Kansas, United States",,Active,For Profit,,,1978-01-01,year,"Air Transportation, Service Industry"
D&R Machine Company,https://www.crunchbase.com/organization/d-r-machine-company,"Southampton, Pennsylvania, United States",,Active,For Profit,,,1971-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
North Coast Composites,https://www.crunchbase.com/organization/north-coast-composites,"Cleveland, Ohio, United States","North Coast Composites, Inc. is a manufacturer of advanced composites for aerospace production through state-of-the-art fabrication of Resin Transfer Molded (RTM) and Vacuum-Assisted Resin Transfer Molded (VARTM) components. A NADCAP-certified supplier, North Coast Composites provides clients turnkey solutions for RTM/VARTM and pre-preg parts, including product-design assistance, tool design and fabrication, prototype part fabrication, manufacturing planning assistance, and production part fabrication. North Coast Composites’ liquid-molding RTM and VARTM experts rely upon deep experience in commercial composite manufacturing to develop and apply advanced composites strategies for aerospace applications, such as prepreg, 3D-braiding, and out-of-autoclave (OOA) curing. As a NADCAP-certified manufacturer, we instill confidence in our clients that North Coast Composites is a vendor with unmatched quality, highly responsive, and industry-leading services for the dynamic global aerospace industry. Formed as a partner company and co-located with North Coast Tool & Mold Corp. (NCTM), Cleveland, Ohio, North Coast Composites maintains the same commitment of excellence that has been the cornerstone of NCTM since 1976.",Active,For Profit,,,1976-01-01,year,"Aerospace, Automotive, Logistics, Manufacturing, Product Design"
Mattco Forge,https://www.crunchbase.com/organization/mattco-forge,"Paramount, California, United States",Mattco Forge operates as a forge metal manufacturer. Mattco Forge offers a range of products spanning a comprehensive array of alloys that are critical to high-performance A&D parts.,Active,For Profit,,,1969-01-01,year,"Aerospace, Industrial, Manufacturing"
