Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
C.E. Precision Assemblies,https://www.crunchbase.com/organization/c-e-precision-assemblies,"Azusa, California, United States",,Active,For Profit,,,1986-01-01,year,"Aerospace, Electronics, Manufacturing, Transportation"
Alanita Travel,https://www.crunchbase.com/organization/alanita-travel,"Watertown, Massachusetts, United States",Alanita Travel is a travel company that specializes in providing its customers with the lowest possible airline fares for travel between the United States and India.,Active,For Profit,,,1994-01-01,year,"Aerospace, Air Transportation, Travel Agency"
Gemini Technologies,https://www.crunchbase.com/organization/gemini-technologies,"Boise, Idaho, United States",Gemini Technologies is designs and manufactures firearm silencers and sound suppressors  in the United States.,Active,For Profit,,,1993-01-01,year,"Aerospace, Manufacturing"
Automated Business Power,https://www.crunchbase.com/organization/automated-business-power,"Gaithersburg, Maryland, United States","Automated Business Power designs, manufactures, and sells communication and power systems.",Active,For Profit,,,1987-01-01,year,"Aerospace, Manufacturing"
Robinson Aviation,https://www.crunchbase.com/organization/robinson-aviation,"Oklahoma City, Oklahoma, United States",,Active,For Profit,,,1986-01-01,year,"Aerospace, Security, Technical Support"
Boston MedFlight,https://www.crunchbase.com/organization/boston-medflight,"Bedford, Massachusetts, United States",,Active,For Profit,,,1985-01-01,year,"Air Transportation, Health Care, Transportation"
Ultra Motion,https://www.crunchbase.com/organization/ultra-motion,"Cutchogue, New York, United States",,Active,For Profit,,,1994-01-01,year,"Aerospace, Automotive, Industrial, Manufacturing"
Global Airtech,https://www.crunchbase.com/organization/global-airtech,"Van Nuys, California, United States",,Active,For Profit,,,1989-01-01,year,"Aerospace, Logistics, Transportation"
Argo-Tech,https://www.crunchbase.com/organization/argo-tech-2,"Cleveland, Ohio, United States","Argo-Tech  engages in the design, manufacture, and distribution of aviation products. It operates in two segments, Aerospace and Industrial. The Aerospace segment consists of aircraft engine fuel pumps and other engine products, commercial and military products and systems, and aerial refueling pumps and related equipment.",Active,For Profit,,,1986-01-01,year,Aerospace
Cruises & Tours Unlimited,https://www.crunchbase.com/organization/cruises-tours-unlimited,"Jacksonville, Florida, United States","Cruises & Tours Unlimited provides featured cruises and tour packages. Their tour destinations are Africa and middle east Asia, Australia and The Pacific Caribbean, Europe, Mexico and Central America, North America, and South America.",Active,For Profit,,,1992-11-01,month,"Air Transportation, Marine Transportation, Tourism, Travel"
TriMas Aerospace,https://www.crunchbase.com/organization/trimas-aerospace,"Irvine, California, United States","TriMas Aerospace offers a diverse set of products for the consumer products, aerospace, and industrial markets. They provide customers with quality product solutions through their market businesses. Their precision engineered components and pressure ducting serve the aerospace market.",Active,For Profit,,,1986-01-01,year,"Aerospace, Industrial, Manufacturing, Product Design"
Airways Magazine,https://www.crunchbase.com/organization/airways-magazine,"Flushing, New York, United States","Airways Magazine has gained a global reputation for its authoritative and often-provocative articles, insider knowledge, international outlook, and the wide scope of its coverage always complemented by first-class photography. Airways is currently distributed through newsstands in North America and 35 nations worldwide, with a strong base of subscribers in more than 60 countries.",Active,For Profit,,,1994-01-01,day,"Air Transportation, Media and Entertainment, Publishing, Transportation"
QPM Aerospace,https://www.crunchbase.com/organization/qpm-aerospace,"Bellevue, Washington, United States","QPM Aerospace manufactures precision machined parts for the commercial, defense, and general aerospace industries. QPM Aerospace manufactures aluminum, steel and stainless machining, turning, sheet metal, and swaged tubes.",Active,For Profit,Debt Financing,,1994-01-01,year,"Aerospace, Commercial, Industrial, Manufacturing"
Aviation Fuel Systems Repair,https://www.crunchbase.com/organization/aviation-fuel-systems-repair,"Ontario, California, United States","Aviation Fuel Systems Repair offers services for fuel leaks, aircraft age, stress points, hard landings, rough weather, improper or poorly accomplished structural repairs to the fuel tanks, and inexperienced or unwilling personnel attempting to repair leaks. They also offer fuel tank leak detection, repair, and equipment training services.",Active,For Profit,,,1988-01-01,year,"Aerospace, Technical Support, Training"
TAC Air,https://www.crunchbase.com/organization/tac-air,"Dallas, Texas, United States",,Active,For Profit,,,1986-01-01,year,"Aerospace, Air Transportation, Service Industry"
Air Center Helicopters,https://www.crunchbase.com/organization/air-center-helicopters-f398,"Burleson, Texas, United States","Air Center Helicopters  provides aviation solutions from flight operations support to maintenance and training. Their services includes government services, commercial services, charter services, training, and maintenance. They offers customer support through email and phone contact.",Active,For Profit,,,1986-01-01,year,"Aerospace, Air Transportation, Training"
Drytech,https://www.crunchbase.com/organization/drytech-d40d,"Cookstown, New Jersey, United States","Drytech manufactures moisture management and contamination control products and systems. To the defense and telecommunications industries, they provide desiccators, cartridge dehydrators, contamination control filters, waveguide pressurization systems, membrane filters, valves, tank vent dryers, desiccant breathers, and humidity indicators.",Active,For Profit,,,1987-01-01,year,"Aerospace, Industrial, Manufacturing"
Incotec,https://www.crunchbase.com/organization/incotec-3d9a,"Mojave, California, United States",,Active,For Profit,,,1992-01-01,year,"Aerospace, Manufacturing"
VisionSafe,https://www.crunchbase.com/organization/visionsafe-7f5f,"Kaneohe, Hawaii, United States","VisionSafe provides emergency backup allowing the pilot to see and fly the aircraft to a safe landing. They can utilize a relatively simple device, which provides a clear view.",Active,For Profit,,,1989-01-01,year,"Aerospace, Commercial, Shipping"
The AERO Group,https://www.crunchbase.com/organization/the-aero-group,"Marietta, Georgia, United States",,Active,For Profit,,,1990-01-01,year,"Aerospace, Machinery Manufacturing, Mechanical Design"
Southern Cross Aviation,https://www.crunchbase.com/organization/southern-cross-aviation,"Fort Lauderdale, Florida, United States","Southern Cross Aircraft are expert brokers in private aviation. By offering complete turnkey service, from the early concept stages of the purchase or sale, through closing and post-delivery customer support, we provide customers with exceptional value and service.",Active,For Profit,,,1989-01-01,year,"Air Transportation, Sales, Transportation"
Aerostar Aircraft,https://www.crunchbase.com/organization/aerostar-aircraft,"Hayden, Idaho, United States",,Active,For Profit,,,1991-01-01,year,"Aerospace, Air Transportation, Industrial Engineering, Manufacturing"
True Position Technologies,https://www.crunchbase.com/organization/true-position-technologies,"Valencia, California, United States","True Position Technologies is a provider of complex machined components for critical flight control applications in the aerospace and defense industries. It is a manufacturing company. It is specialized in manufacturing high specification components that require multiple machining, testing, and finishing processes all within extremely tight tolerances. It is committed to maintaining technology and business leadership, satisfying the customers with superior quality products, reliability, on-time deliveries, and support of the organization whose culture is focused on continuous improvement",Active,For Profit,,,1990-01-01,year,"Aerospace, Industrial, Manufacturing, Service Industry"
Birmingham-Shuttlesworth International Airport,https://www.crunchbase.com/organization/birmingham-shuttlesworth-international-airport,"Birmingham, Alabama, United States",,Active,For Profit,,,1986-01-01,year,"Aerospace, Air Transportation, Tour Operator, Travel"
Malin Space Science Systems,https://www.crunchbase.com/organization/malin-space-science-systems,"San Diego, California, United States",,Active,For Profit,,,1990-01-01,year,Aerospace
Advanced Testing Technologies,https://www.crunchbase.com/organization/advanced-testing-technologies,"Hauppauge, New York, United States",,Active,For Profit,,,1987-01-01,year,"Aerospace, Manufacturing"
King Aerospace,https://www.crunchbase.com/organization/king-aerospace,"Addison, Texas, United States","King Aerospace aircraft support services have stood the test of time because we treat our customers like family the King family. Their corporate aircraft division serves VVIP aircraft, specializing in the Boeing Business Jet, and their military government aircraft division delivers responsive maintenance and aircraft support services in some of the most demanding operational environments around the globe.",Active,For Profit,,,1992-01-01,day,"Aerospace, Military"
Jemco Components & Fabrication,https://www.crunchbase.com/organization/jemco-components-fabrication,"Kirkland, Washington, United States",,Active,For Profit,,,1987-01-01,year,"Aerospace, Industrial, Manufacturing"
Teal Group,https://www.crunchbase.com/organization/teal-group,"Fairfax, Virginia, United States","Teal Group is a team of experienced analysts and service professionals founded in 1988 to research and publish timely, accurate information on the aerospace and defense industry. Their products and services are designed to fulfill the requirements of executives, strategic planners, market researchers, government officials, and anyone else that needs to be kept abreast of the latest trends in the defense and aerospace business.",Active,For Profit,,,1987-01-01,year,"Aerospace, Consulting, Government, Market Research"
Saturn Freight Systems,https://www.crunchbase.com/organization/saturn-freight-systems,"Marietta, Georgia, United States",,Active,For Profit,,,1991-01-01,day,"Aerospace, Air Transportation, Transportation"
Specialty Silicone Products,https://www.crunchbase.com/organization/specialty-silicone-products,"Ballston Spa, New York, United States","Specialty Silicone Products is a designer and manufacturer of silicone materials for a variety of demanding applications, used in aerospace, defense, research, oil and gas, testing, pharmaceuticals and other markets.",Active,For Profit,,,1989-01-01,year,"Aerospace, Manufacturing"
AZ Technology,https://www.crunchbase.com/organization/az-technology,"Huntsville, Alabama, United States","AZ Technology offers products and services for thermal control and conductive paints and coatings for terrestrial and spacecraft. They provide measurement instruments for reflectance, emittance, and SRI.",Active,For Profit,,,1989-01-01,year,"Aerospace, Test and Measurement"
Plasma Processes,https://www.crunchbase.com/organization/plasma-processes,"Huntsville, Alabama, United States",,Active,For Profit,,,1993-10-01,day,"Advanced Materials, Aerospace, Government"
Concord Aviation Services,https://www.crunchbase.com/organization/concord-aviation-services,"Concord, New Hampshire, United States","Concord Aviation Services is an aviation company. They offer flight instruction, recurrent training, pilot supplies, aircraft rental, aviation and jet fuel, aircraft maintenance, aircraft hangar and tie-down space, as well as rental cars.",Active,For Profit,,,1988-01-01,year,"Aerospace, Rental, Training"
JBRND,https://www.crunchbase.com/organization/jbrnd,"San Antonio, Texas, United States",,Active,For Profit,,,1991-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Product Research"
American Dynamics,https://www.crunchbase.com/organization/american-dynamics,"Westford, Massachusetts, United States","American Dynamics develops some of the needed video technologies that help retailers thwart organized crime to protect their bottom line, and universities provide peace of mind to parents of incoming students. Technologies that help governments secure ports and borders and hospitals ensure the safety and privacy of their patients are essential business-enabling tools.",Active,For Profit,,,1993-01-01,year,"Aerospace, Commercial, Education, Finance, Health Care, Information Technology, Residential, Security"
Island Components Group,https://www.crunchbase.com/organization/island-components-group,"Holbrook, New York, United States","Island Components designs and manufactures the highest-performance small electromechanical servo-actuators and rotating components in the precision motion industry (see Rotary and Linear Actuators). We provide our aerospace, defense, and industrial customers with advanced design capabilities, cost-effective solutions, and superior customer service.",Active,For Profit,,,1991-01-01,year,"Aerospace, Manufacturing, Service Industry"
Aeromax,https://www.crunchbase.com/organization/aeromax-d4ba,"Fort Worth, Texas, United States",,Active,For Profit,,,1986-01-01,year,"Aerospace, Industrial, Manufacturing"
Fast Optimal Engineering,https://www.crunchbase.com/organization/fast-optimal-engineering,"Santa Clarita, California, United States","Fast Optimal Engineering offers power distribution unit, common subsystem controller, hummingbird control systems, stratolaunch actuation subsystems, spaceship two digital horizontal stabilizer controller, poseidon fuselage fuel dump valve,  hydraulic hose reel drive system controller, and extreme environment thermal regulation system.",Active,For Profit,,,1994-01-01,year,"Aerospace, Industrial, Manufacturing, Product Design"
EMI Services,https://www.crunchbase.com/organization/emi-services,"Idaho Falls, Idaho, United States","EMI has earned a solid reputation of quality performance by meeting and exceeding customer expectations and for performing within budget. In 2011, EMI was purchased by TechFlow. In 2016,",Active,For Profit,,,1989-01-01,year,"Aerospace, Service Industry, Space Travel"
East Coast Aero Club,https://www.crunchbase.com/organization/east-coast-aero-club,"Bedford, Massachusetts, United States",,Active,For Profit,,,1985-01-01,year,"Aerospace, Air Transportation, Education"
Chief Aircraft,https://www.crunchbase.com/organization/chief-aircraft,"Grants Pass, Oregon, United States",,Active,For Profit,,,1985-01-01,day,Aerospace
Dynamic Plastics,https://www.crunchbase.com/organization/dynamic-plastics-6817,"New Baltimore, Michigan, United States",,Active,For Profit,,,1993-01-01,year,"Aerospace, Automotive, Customer Service, Manufacturing, Medical"
Fort Walton Machining,https://www.crunchbase.com/organization/fort-walton-machining,"Fort Walton Beach, Florida, United States",,Active,For Profit,,,1987-01-01,year,"Aerospace, Manufacturing"
OptoKnowledge,https://www.crunchbase.com/organization/optoknowledge,"Torrance, California, United States",,Active,For Profit,,,1991-01-01,day,"Aerospace, Information Technology, Sensor, Software"
Northeast Aero Compressor,https://www.crunchbase.com/organization/northeast-aero-compressor,"New York, New York, United States",,Active,For Profit,,,1989-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Advanced Composite Tooling,https://www.crunchbase.com/organization/advanced-composite-tooling,"Salt Lake City, Utah, United States",,Active,For Profit,,,1988-01-01,year,"Aerospace, Industrial, Manufacturing"
PS Engineering,https://www.crunchbase.com/organization/ps-engineering,"Lenoir City, Tennessee, United States",,Active,For Profit,,,1985-01-01,year,"Aerospace, Manufacturing"
"Newton Design, LLC",https://www.crunchbase.com/organization/newton-design-llc,"Catoosa, Oklahoma, United States","Newton Design is a supplier of simulation and training equipment serving the aviation industry. Newton Design is a mechanical design and fabrication company specialising in simulation and training equipment. The core products are aircraft cabin/fuselage trainers and simulators. Their products are used by commercial airlines to train cabin crews in the use of aircraft doors, emergency procedures, emergency egress, and cabin service, among other things. Their products are also used by federal law enforcement to train in hostage rescue situations and general tactics. They have also teamed up with other companies to produce it. Newton Design has also produced reactive steel targets, simulated weapons, ejection seat trainers, and many other one-off projects. With each new contract, our capabilities grow, and as a small business with very low overhead, they can produce top-quality products at very competitive prices.",Active,For Profit,,,1988-01-01,year,"Aerospace, Manufacturing, Mechanical Design"
Ran-Tech Engineering & Aerospace,https://www.crunchbase.com/organization/ran-tech-engineering-aerospace,"Clackamas, Oregon, United States",,Active,For Profit,,,1988-01-01,year,"Aerospace, Industrial, Manufacturing"
VMW Express,https://www.crunchbase.com/organization/vmw-express,"Dulles, Virginia, United States",,Active,For Profit,,,1987-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation, Warehousing"
Defense Technology Equipment,https://www.crunchbase.com/organization/defense-technology-equipment,"Sterling, Virginia, United States","Defense Technology Equipment offers customised multiple-piece kits for repair, upgrade, and modification of your end item as per requirement. They provide spare parts, equipment, tools, and testing equipment. They also provide quality control services such as inspecting and verifying all incoming material to conform with the manufacturer, auditing vendors, periodically checking in-house, and consignment inventory for traceability documentation.",Active,For Profit,,,1989-01-01,year,"Aerospace, Freight Service, Logistics"
Ameristar Jet Charter,https://www.crunchbase.com/organization/ameristar-jet-charter,"Addison, Texas, United States",,Active,For Profit,,,1988-01-01,year,"Air Transportation, Fleet Management, Transportation"
Cristek Interconnects,https://www.crunchbase.com/organization/cristek-interconnects,"Minden, Nevada, United States",,Active,For Profit,,,1985-01-01,day,"Aerospace, Electronics, Industrial Manufacturing, Manufacturing, Sales"
Calculex,https://www.crunchbase.com/organization/calculex,"Las Cruces, New Mexico, United States","Calculex offers data Acquition, Recording, Processing and Routing.",Active,For Profit,,,1986-01-01,year,"Aerospace, Customer Service, Electronics, Supply Chain Management"
Steelwind Industries,https://www.crunchbase.com/organization/steelwind-industries,"Oak Creek, Wisconsin, United States","Steelwind Industries is a capacity fabrication shop offering heavy custom metal steel fabrication services for large parts in high and low volume runs. They offer the most extensive metal fabrication services to many industries including Mining, Aerospace, Medical, Architectural, Oil and Gas, Power Transmission, Transportation and Construction to name a few. They also offer machining, heat treating services, abrasive blasting and industrial painting.",Active,For Profit,,,1994-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing, Mining"
Aerol,https://www.crunchbase.com/organization/aerol,"Rancho Dominguez, California, United States","Aerol is a high-end design, engineering, machining, and fabrication company specializing in custom solutions for military, aerospace, energy, and more.",Active,For Profit,,,1989-01-01,year,"Aerospace, Military"
Aero Precision,https://www.crunchbase.com/organization/aero-precision-4cc7,"Deerfield Beach, Florida, United States","A-PRO provides services for landing gear, hydraulic components, flight controls, and accessory units. They support ATA Chapters 27, 29, and 32 to include landing gears, hydraulic components, flight controls, brakes, wheels, and tyre installation.",Active,For Profit,,,1989-01-01,year,"Aerospace, Mechanical Engineering, Technical Support"
Pacific Aero Tech,https://www.crunchbase.com/organization/pacific-aero-tech,"South Kent, Connecticut, United States","Pacific Aero Tech is a services provider that offers repair, overhaul, and replacement of flight deck windows for commercial and military aircraft. Their services include providing component maintenance manual–level repairs on both window frames and transparencies, along with the sale or exchange of new transparencies.",Active,For Profit,,,1987-01-01,year,"Aerospace, Hardware, Industrial"
VIZTECH,https://www.crunchbase.com/organization/viztech,"Lawrenceville, Georgia, United States",,Active,For Profit,,,1990-01-01,year,"Aerospace, Agriculture, Education"
Atech Turbine Components,https://www.crunchbase.com/organization/atech-turbine-components,"Auburn, Massachusetts, United States","Atech Turbine Components offers component repair services to customers. Their processing capabilities include coordinate measuring machines, engineering analysis, metallurgical analysis, ultrasonic inspection, x-ray inspection, non-destructive testing, and so on.",Active,For Profit,,,1990-01-01,year,"Air Transportation, Industrial, Mechanical Engineering, Technical Support"
Kawak Aviation Technologies,https://www.crunchbase.com/organization/kawak-aviation-technologies,"Bend, Oregon, United States",,Active,For Profit,,,1993-01-01,year,"Aerospace, Air Transportation, Manufacturing"
Mission Support,https://www.crunchbase.com/organization/mission-support,"Clearfield, Utah, United States",Mission Support operates an AAI/ACL technologies imagetm model 9740-0070 hydraulic component test stand and an avtron H334 test stand. The imagetm consists of a microprocessor-based electronics console and a hydraulics console for analyzing complex hydraulic components.,Active,For Profit,,,1991-01-01,year,"Aerospace, Air Transportation, Machinery Manufacturing, Manufacturing"
CFAN Company,https://www.crunchbase.com/organization/cfan-company,"San Marcos, Texas, United States",,Active,For Profit,,,1991-01-01,year,Aerospace
Mount Joy Wire,https://www.crunchbase.com/organization/mount-joy-wire,"Mount Joy, Pennsylvania, United States",,Active,For Profit,,,1991-01-01,year,"Aerospace, Manufacturing, Sales"
HWX Enterprises,https://www.crunchbase.com/organization/hwx-enterprises,"Washington, Michigan, United States","HWX Enterprises provides fm services, labor management, engineering services, technical services, on-demand services, aerospace services, and energy conservation management. They provides operations support to supplements. Their customer support is through phone contact.",Active,For Profit,,,1985-01-01,year,"Aerospace, Construction, Energy Management, Technical Support"
Hudapack Metal Treating,https://www.crunchbase.com/organization/hudapack-metal-treating,"Elkhorn, Wisconsin, United States","Hudapack Metal Treating, Inc. and P & L Heat Treating are providers of heat treatment services to customers in the industrial, automotive, aerospace and defense, and medical sectors",Active,For Profit,,,1985-01-01,year,"Aerospace, Automotive, Industrial"
Scarabee Aviation Group,https://www.crunchbase.com/organization/scarabee-aviation-group,"Schofield, Wisconsin, United States",,Active,For Profit,,,1988-01-01,year,"Air Transportation, Health Care"
Thermal Wave Imaging,https://www.crunchbase.com/organization/thermal-wave-imaging,"Ferndale, Michigan, United States",,Active,For Profit,,,1992-01-01,year,"Aerospace, Industrial, Manufacturing, Software"
Mil-Spec Magnetics,https://www.crunchbase.com/organization/mil-spec-magnetics,"Pomona, California, United States",,Active,For Profit,,,1990-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Military"
Clearwater Engineering,https://www.crunchbase.com/organization/clearwater-engineering,"Derby, Kansas, United States","Clearwater Engineering is a manufacturer and distributor of aerospace parts. machining and assembly suppliers to the aerospace industry that provide the integration capabilities required in their industry. They provide engineering services using CATIA V5 and Vericut for programming, modeling, and tool path simulation. Their machining capabilities include complex CNC 3, 4 and 5-axis machining and complex assemblies.",Active,For Profit,,,1987-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Aerodine Composites,https://www.crunchbase.com/organization/aerodine-composites-group,"Indianapolis, Indiana, United States",,Active,For Profit,,,1989-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Military, Productivity Tools"
ExcelAire,https://www.crunchbase.com/organization/excelaire,"Ronkonkoma, New York, United States",,Active,For Profit,,,1985-01-01,day,Aerospace
Technovative Applications,https://www.crunchbase.com/organization/technovative-applications,"Brea, California, United States",,Active,For Profit,,,1987-01-01,year,"Aerospace, Mechanical Engineering, Software"
Universal Aerospace,https://www.crunchbase.com/organization/universal-aerospace,"Arlington, Washington, United States","Universal Aerospace Co., Inc. manufactures and supplies machined and sheet metal parts to the aerospace and commercial aircraft industries. The Company offers machined aluminum alloy and stainless-steel parts and assemblies for various aerospace applications.  In addition, it offers doors for jet aircraft engines.Universal Aerospace has offered precision machining, precision sheet metal, turning & screw machining, and mechanical assemblies primarily for the aerospace industry.  Universal is truly a partner in your manufacturing supply chain and we welcome the opportunity to help your business succeed.",Active,For Profit,Debt Financing,,1990-01-01,year,"Aerospace, Manufacturing"
TPS Aerospace,https://www.crunchbase.com/organization/tps-aerospace,"Arlington, Virginia, United States","TPS Aerospace is an organization that provides testing and maintaining pneumatic components for commercial, business, and military aircraft. The equipment used by TPS Aerospace meets the high-quality standards of the airline industry and allows the company to diagnose and repair systems in line with the OEM procedures. They achieve these results in less time and at a lower cost than the OEMs. A bar-coded inventory system also saves customers time and energy, making them more efficient and saving them money.",Active,For Profit,,,1994-01-01,year,"Aerospace, Manufacturing, Transportation"
Avcon Industries,https://www.crunchbase.com/organization/avcon-industries,"Newton, Kansas, United States","Avcon Industries is an aircraft modification facility that offers FAA-approved special mission, mapping, aerial photography, avionics, and performance enhancements for various models of aircraft. They manufacture custom parts for aircraft modifications, modification kits, and avionics kits. They design, integrate, and install custom electronic systems, ISR configurations, workstations, and avionics. They install and modify airplanes for aircraft door configurations, baggage door modifications, and passenger to freighter conversions.",Active,For Profit,,,1993-12-31,day,"Aerospace, Air Transportation, Industrial, Manufacturing, Mechanical Engineering"
Britt Aero,https://www.crunchbase.com/organization/britt-aero,"Brazil, Indiana, United States","Britt Aero machining intricate pieces and creating unique fixtures and tooling. They provide a range of services, including design, engineering, fabrication, automation, inspection, and more.",Active,For Profit,,,1986-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Blr Aerospace,https://www.crunchbase.com/organization/blr-aerospace,"Everett, Washington, United States","Blr Aerospace manufactures aerospace equipment such as fastfin, dual tail boom strakes, turbine, and piston airplane parts.",Active,For Profit,,,1992-01-01,year,"Aerospace, Industrial, Manufacturing"
Total Quality,https://www.crunchbase.com/organization/total-quality,"Grand Haven, Michigan, United States","TQI utilizes industry-leading temperature-controlled equipment, 24-hour real-time monitoring and tracking technology, and layered security features and practices to provide its customers with a level of service that is unmatched in the industry today.",Active,For Profit,,,1992-01-01,year,"Air Transportation, Logistics"
Aerocomputers Corp,https://www.crunchbase.com/organization/aerocomputers-corp,"Oxnard, California, United States",,Active,For Profit,,,1993-01-01,day,"Air Transportation, Mapping Services, Software"
"Summation Research, Inc.",https://www.crunchbase.com/organization/summation-research-inc,"Melbourne, Florida, United States","Summation Research, Inc. (SRI) is a qualified small business engineering design and manufacturing company. SRI provides communications and signal processing hardware and programming design, development, and production of products and systems for satellite, flight & range telemetry, and similar RF and data processing applications. SRI is active in defense, civil government, and commercial markets worldwide.",Active,For Profit,,,1989-01-01,year,"Aerospace, Communication Hardware, Communications Infrastructure, Manufacturing, Satellite Communication"
KGD Aerospace Manufacturing,https://www.crunchbase.com/organization/kgd-aerospace-manufacturing,"Wichita, Kansas, United States","KGD Aerospace Manufacturing is a manufacturer of aerospace parts. The services they provide for gun drilling have expanded to include an impressive array of aerospace machining capabilities, including lathe, milling, grinding, honing, and thread rolling. They added other machining capabilities, such as lathe, grinding, honing, and thread rolling. They also offer subassembly services.",Active,For Profit,,,1985-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Aerospace Welding Minneapolis,https://www.crunchbase.com/organization/aerospace-welding-minneapolis,"Eagan, Minnesota, United States",,Active,For Profit,,,1993-01-01,year,"Aerospace, Industrial, Manufacturing, Transportation"
Falcon Aerospace,https://www.crunchbase.com/organization/falcon-aerospace,"Weston, Florida, United States",,Active,For Profit,,,1994-01-01,year,"Aerospace, Manufacturing, Sales"
ASC Process Systems,https://www.crunchbase.com/organization/asc-process-systems,"Valencia, California, United States",,Active,For Profit,,,1988-01-01,year,"Aerospace, Manufacturing, Nuclear"
Ballard Technology,https://www.crunchbase.com/organization/ballard-technology,"Everett, Washington, United States","Ballard Technology designs and produces avionics interface solutions for defense and commercial aerospace applications.Ballard Technology offers interface cards, peripheral interface devices, embedded computers, embedded cards, Ethernet switches, and cables and accessories; and software solutions, including CoPilot analyzer software, API libraries, driver software, monitor utility, and ActiveX weather radar control products.",Active,For Profit,,,1986-01-01,year,"Aerospace, Electronics, Manufacturing, Software"
Innovative Composite Engineering,https://www.crunchbase.com/organization/innovative-composite-engineering,"White Salmon, Washington, United States",,Active,For Profit,,,1992-01-21,day,"Aerospace, Manufacturing"
Aeromedevac Air Ambulance,https://www.crunchbase.com/organization/aeromedevac-air-ambulance,"El Cajon, California, United States",,Active,For Profit,,,1992-01-01,year,"Air Transportation, Emergency Medicine, Health Care, Medical"
Independent Pilots Association,https://www.crunchbase.com/organization/independent-pilots-association,"Louisville, Kentucky, United States",,Active,For Profit,,,1990-01-10,day,"Aerospace, Logistics, Manufacturing, Transportation"
DNA Supply Chain Solutions,https://www.crunchbase.com/organization/dna-supply-chain-solutions,"Miami, Florida, United States",,Active,For Profit,,,1994-01-01,year,"Air Transportation, Freight Service, Supply Chain Management, Transportation"
"Advanced Interactive Systems, Inc.",https://www.crunchbase.com/organization/advanced-interactive-systems-inc,"Seattle, Washington, United States","Advanced Interactive Systems, Inc.,  is a supplier of live fire specialized range facilities, virtual simulation products, and engineering design and project management services for counter-terrorism, law enforcement, and traditional military forces worldwide.",Active,For Profit,,,1993-01-01,year,"Aerospace, Software"
BCI Construction USA,https://www.crunchbase.com/organization/bci-construction-usa,"Belleville, Illinois, United States","BCI Construction USA is an innovative solution to successfully execute The customer's most difficult and challenging projects. Working closely with our customers throughout all stages of construction has enabled BCI to provide superior results on time, within budget, and with minimal disruption to our customer's continuing operations.",Active,For Profit,,,1989-01-01,year,"Aerospace, Construction, Industrial"
Guardian Manufacturing,https://www.crunchbase.com/organization/guardian-manufacturing-f739,"Florida, New York, United States",,Active,For Profit,,,1993-01-01,year,"Aerospace, Electronics, Manufacturing"
Laser Industries,https://www.crunchbase.com/organization/laser-industries,"Fullerton, California, United States","Laser Industries offers laser cutting, waterjet cutting, CNC machining, forming, welding, assembly, marking, quality control, and engineering services. Their contact is done through phone calls, emails, and online applications.",Active,For Profit,,,1987-01-01,year,"Aerospace, Industrial, Mechanical Engineering"
Quiet Technology Aerospace,https://www.crunchbase.com/organization/quiet-technology-aerospace,"Hollywood, Florida, United States",,Active,For Profit,,,1988-01-01,year,"Aerospace, Air Transportation, Manufacturing"
Aviation Exteriors Louisiana,https://www.crunchbase.com/organization/aviation-exteriors-louisiana,"New Iberia, Louisiana, United States",,Active,For Profit,,,1990-07-01,month,"Aerospace, Commercial"
McNeil Industries,https://www.crunchbase.com/organization/mcneil-industries,"Painesville, Ohio, United States","McNeil Industries offers precision machining, grinding, milling, turning, or multi-axis capability. They also have a complete line of industrial seals. They are high-performance bearings, guide pins, and bushings for the metal stamping and food and beverage high-speed can-making industries, as well as a complete line of industrial seals.",Active,For Profit,,,1986-01-01,year,"Aerospace, Industrial, Manufacturing"
Avista,https://www.crunchbase.com/organization/avista-679d,"Platteville, Wisconsin, United States","Avista provides safety-critical and mission-critical software engineering services to the world's leading OEMs in the aerospace, defense industrial and medical industries.",Active,For Profit,,,1987-01-01,year,"Aerospace, Industrial Engineering, Software"
Time Definite Services,https://www.crunchbase.com/organization/time-definite-services,"Barrington, Illinois, United States",,Active,For Profit,,,1990-12-01,month,"Air Transportation, Fleet Management, Logistics, Warehousing"
Aero Products,https://www.crunchbase.com/organization/aero-products,"Show Low, Arizona, United States",,Active,For Profit,,,1985-06-10,day,"Aerospace, Rental"
